node_name,gene_id,gene_symbol,string_gene_label,gene_name,primary_module,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,module_selection_evidence,module_selected,best_module_trait,best_module_trait_corr,best_module_trait_pval,best_module_trait_padj,fraction_deg_priority,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MA1_vs_CTR,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MA1_vs_CTR,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MA1_vs_CTR,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR,n_unique_genes_in_module,n_deg_priority,n_priority_contrasts_present,priority_contrasts_present,fraction_support,trait_support
KDM1B,ENSG00000165097,KDM1B,KDM1B,lysine demethylase 1B,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0453437605852548,1.0572033536220908,1.0572033536220908,MC100_vs_MC1,1.0572033536220908,0.0453437605852548,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.0572033536220908,,,,,,0.0453437605852548,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
H2AC14,ENSG00000276368,H2AC14,H2AC14,H2A clustered histone 14,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.045910518154028,1.2125350846763707,1.2125350846763707,MC100_vs_MC1,-1.2125350846763707,0.045910518154028,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2125350846763707,,,,,,0.045910518154028,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SCN3A,ENSG00000153253,SCN3A,SCN3A,sodium voltage-gated channel alpha subunit 3,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.045910518154028,1.0124865733673094,1.0124865733673094,MC100_vs_MC1,-1.0124865733673094,0.045910518154028,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0124865733673094,,,,,,0.045910518154028,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ZNF559,ENSG00000188321,ZNF559,ZNF559,zinc finger protein 559,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0463030565674473,1.155262363456125,1.155262363456125,MC100_vs_MC1,1.155262363456125,0.0463030565674473,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.155262363456125,,,,,,0.0463030565674473,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
UBL7,ENSG00000138629,UBL7,UBL7,ubiquitin like 7,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.046760076340948,1.1518760788378843,1.1518760788378843,MC100_vs_MC1,1.1518760788378843,0.046760076340948,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.1518760788378843,,,,,,0.046760076340948,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
REXO4,ENSG00000148300,REXO4,REXO4,RNA exonuclease 4,gainsboro,gainsboro,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0468608752122738,1.310586692699112,1.2772802548836386,MA100_vs_CTR,1.310586692699112,0.0468608752122738,up_in_tested,2,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.310586692699112,,,,1.2439738170681651,,0.0468608752122738,,,,0.0572424903677865,,up_in_tested,,,,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SYPL2,ENSG00000143028,SYPL2,SYPL2,synaptophysin like 2,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0471045675109706,1.345034291398909,1.345034291398909,MC100_vs_MC1,-1.345034291398909,0.0471045675109706,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.345034291398909,,,,,,0.0471045675109706,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
HSPB7,ENSG00000173641,HSPB7,HSPB7,heat shock protein family B (small) member 7,darkgrey,darkgrey,MA100_vs_MA1,1,1,0.0472642271708202,1.0537317427805073,1.0537317427805073,MA100_vs_MA1,1.0537317427805073,0.0472642271708202,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,1.0537317427805073,,,,,,0.0472642271708202,,,,,,up_in_tested,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
TUBGCP5,ENSG00000275835,TUBGCP5,TUBGCP5,tubulin gamma complex component 5,gainsboro,gainsboro,MC1_vs_CTR,1,1,0.0473319140750085,1.171076717815827,1.171076717815827,MC1_vs_CTR,1.171076717815827,0.0473319140750085,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,,1.171076717815827,,,,,,0.0473319140750085,,,,,,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
NEMP2,ENSG00000189362,NEMP2,NEMP2,nuclear envelope integral membrane protein 2,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0478910981475093,1.1746214681908496,1.1746214681908496,MC100_vs_MC1,1.1746214681908496,0.0478910981475093,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.1746214681908496,,,,,,0.0478910981475093,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
HES4,ENSG00000188290,HES4,HES4,hes family bHLH transcription factor 4,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0479935433346249,1.6082384633677949,1.6082384633677949,MC100_vs_MC1,-1.6082384633677949,0.0479935433346249,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.6082384633677949,,,,,,0.0479935433346249,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
TIMM17B,ENSG00000126768,TIMM17B,TIMM17B,translocase of inner mitochondrial membrane 17B,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0479951838336635,1.670046180840895,1.670046180840895,MC100_vs_MC1,1.670046180840895,0.0479951838336635,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.670046180840895,,,,,,0.0479951838336635,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ANKRD13B,ENSG00000198720,ANKRD13B,ANKRD13B,ankyrin repeat domain 13B,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0484346014189185,2.0976763368024267,2.0976763368024267,MC100_vs_MC1,2.0976763368024267,0.0484346014189185,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.0976763368024267,,,,,,0.0484346014189185,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
USP45,ENSG00000123552,USP45,USP45,ubiquitin specific peptidase 45,gainsboro,gainsboro,MC1_vs_CTR,1,1,0.0489089522279122,1.0994901190713475,1.0994901190713475,MC1_vs_CTR,1.0994901190713475,0.0489089522279122,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,,1.0994901190713475,,,,,,0.0489089522279122,,,,,,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
IL17RE,ENSG00000163701,IL17RE,IL17RE,interleukin 17 receptor E,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0495458498129738,1.4425260589067972,1.4425260589067972,MC100_vs_MC1,-1.4425260589067972,0.0495458498129738,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.4425260589067972,,,,,,0.0495458498129738,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
BST2,ENSG00000130303,BST2,BST2,bone marrow stromal cell antigen 2,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0496335113646718,1.7667648184447098,1.7667648184447098,MC100_vs_MC1,-1.7667648184447098,0.0496335113646718,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.7667648184447098,,,,,,0.0496335113646718,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
HDGFL2,ENSG00000167674,HDGFL2,HDGFL2,HDGF like 2,gainsboro,gainsboro,MA100_vs_CTR,1,1,0.0502115797885838,1.1185639032201955,1.1185639032201955,MA100_vs_CTR,1.1185639032201955,0.0502115797885838,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.1185639032201955,,,,,,0.0502115797885838,,,,,,up_in_tested,,,,,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
GPRC5B,ENSG00000167191,GPRC5B,GPRC5B,G protein-coupled receptor class C group 5 member B,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0507443514055026,1.1013517768387844,1.1013517768387844,MC100_vs_MC1,-1.1013517768387844,0.0507443514055026,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1013517768387844,,,,,,0.0507443514055026,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
TRIM62,ENSG00000116525,TRIM62,TRIM62,tripartite motif containing 62,darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0511262044641867,1.156791357533817,1.156791357533817,MA100_vs_CTR,1.156791357533817,0.0511262044641867,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.156791357533817,,,,,,0.0511262044641867,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
PLK3,ENSG00000173846,PLK3,PLK3,polo like kinase 3,darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0512302609281153,1.0914907758563197,1.0914907758563197,MA100_vs_CTR,1.0914907758563197,0.0512302609281153,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.0914907758563197,,,,,,0.0512302609281153,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
LRIG3,ENSG00000139263,LRIG3,LRIG3,leucine rich repeats and immunoglobulin like domains 3,gainsboro,gainsboro,MC100_vs_MC1,1,1,0.0523821087068467,1.6275980012536062,1.6275980012536062,MC100_vs_MC1,1.6275980012536062,0.0523821087068467,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,1.6275980012536062,,,,,,0.0523821087068467,,,,,,up_in_tested,,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RABL2A,ENSG00000144134,RABL2A,RABL2A,"RAB, member of RAS oncogene family like 2A",darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0532058598211291,1.1108408377781631,1.1108408377781631,MA100_vs_CTR,1.1108408377781631,0.0532058598211291,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1108408377781631,,,,,,0.0532058598211291,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
BCKDHB,ENSG00000083123,BCKDHB,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0537168226307375,1.3356870076522245,1.3356870076522245,MC100_vs_MC1,1.3356870076522245,0.0537168226307375,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.3356870076522245,,,,,,0.0537168226307375,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PRRG3,ENSG00000130032,PRRG3,PRRG3,proline rich and Gla domain 3,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0537762660649604,1.0140618717397945,1.0140618717397945,MC100_vs_MC1,-1.0140618717397945,0.0537762660649604,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0140618717397945,,,,,,0.0537762660649604,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
KATNAL2,ENSG00000167216,KATNAL2,KATNAL2,katanin catalytic subunit A1 like 2,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0539479906812286,1.3494569258174367,1.3494569258174367,MC100_vs_MC1,-1.3494569258174367,0.0539479906812286,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.3494569258174367,,,,,,0.0539479906812286,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
UBE2D4,ENSG00000078967,UBE2D4,UBE2D4,ubiquitin conjugating enzyme E2 D4,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0548062034338312,1.0159008765565192,1.0159008765565192,MA100_vs_CTR,-1.0159008765565192,0.0548062034338312,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0159008765565192,,,,,,0.0548062034338312,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PODXL,ENSG00000128567,PODXL,PODXL,podocalyxin like,dimgrey,dimgrey,MC1_vs_CTR,1,1,0.0548499068151712,1.1827078412213514,1.1827078412213514,MC1_vs_CTR,-1.1827078412213514,0.0548499068151712,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,-1.1827078412213514,,,,,,0.0548499068151712,,,,,,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
GINS4,ENSG00000147536,GINS4,GINS4,GINS complex subunit 4,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0558026222948458,1.6126213386189026,1.6126213386189026,MC100_vs_MC1,-1.6126213386189026,0.0558026222948458,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.6126213386189026,,,,,,0.0558026222948458,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ZNF786,ENSG00000197362,ZNF786,ZNF786,zinc finger protein 786,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.056398139762239,1.4531525130311045,1.4531525130311045,MC100_vs_MC1,1.4531525130311045,0.056398139762239,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.4531525130311045,,,,,,0.056398139762239,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MTERF2,ENSG00000120832,MTERF2,MTERF2,mitochondrial transcription termination factor 2,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0571160277474664,1.2292758797935908,1.2292758797935908,MC100_vs_MC1,1.2292758797935908,0.0571160277474664,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.2292758797935908,,,,,,0.0571160277474664,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SAMD1,ENSG00000141858,SAMD1,SAMD1,sterile alpha motif domain containing 1,white,white,MC100_vs_MC1,1,1,0.0574340210135442,1.5022952474109896,1.5022952474109896,MC100_vs_MC1,-1.5022952474109896,0.0574340210135442,down_in_tested,0,1,deg_fraction,True,particle_size_um,0.1986467889396642,0.388015130431676,0.7331959097856707,0.01892744479495268,,,,-1.5022952474109896,,,,,,0.0574340210135442,,,,,,down_in_tested,,,317,6,4,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
DUS4L,ENSG00000105865,DUS4L,DUS4L,dihydrouridine synthase 4 like,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0586489046891993,2.410049875459461,2.410049875459461,MC100_vs_MC1,-2.410049875459461,0.0586489046891993,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-2.410049875459461,,,,,,0.0586489046891993,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PREB,ENSG00000138073,PREB,PREB,prolactin regulatory element binding,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0587329033681617,1.1528196438183682,1.1528196438183682,MC100_vs_MC1,1.1528196438183682,0.0587329033681617,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.1528196438183682,,,,,,0.0587329033681617,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MRTFB,ENSG00000186260,MRTFB,MRTFB,myocardin related transcription factor B,mistyrose,mistyrose,MA100_vs_CTR,1,1,0.0589488406942802,1.0497836597642696,1.0497836597642696,MA100_vs_CTR,-1.0497836597642696,0.0589488406942802,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,-1.0497836597642696,,,,,,0.0589488406942802,,,,,,down_in_tested,,,,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
NR1H3,ENSG00000025434,NR1H3,NR1H3,nuclear receptor subfamily 1 group H member 3,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0606580481057543,1.0826682443176263,1.0826682443176263,MA100_vs_CTR,-1.0826682443176263,0.0606580481057543,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0826682443176263,,,,,,0.0606580481057543,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TZMP1,ENSG00000235453,TZMP1,TZMP1,transition zone microprotein 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0624263398650815,1.6203821986288889,1.6203821986288889,MC100_vs_MC1,1.6203821986288889,0.0624263398650815,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.6203821986288889,,,,,,0.0624263398650815,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RIMS2,ENSG00000176406,RIMS2,RIMS2,regulating synaptic membrane exocytosis 2,indianred,indianred,MC100_vs_MC1,1,1,0.0624263398650815,1.1988112007543608,1.1988112007543608,MC100_vs_MC1,1.1988112007543608,0.0624263398650815,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1819862672482626,0.4298044988398759,0.7331959097856707,0.027777777777777776,,,,1.1988112007543608,,,,,,0.0624263398650815,,,,,,up_in_tested,,,216,6,1,MC100_vs_MC1,True,False
GEM,ENSG00000164949,GEM,GEM,GTP binding protein overexpressed in skeletal muscle,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0632796172839923,1.0205567789245191,1.0205567789245191,MC100_vs_MC1,1.0205567789245191,0.0632796172839923,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.0205567789245191,,,,,,0.0632796172839923,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
ZNF567,ENSG00000189042,ZNF567,ZNF567,zinc finger protein 567,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0636026228109101,1.1713338748868087,1.1713338748868087,MC100_vs_MC1,1.1713338748868087,0.0636026228109101,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.1713338748868087,,,,,,0.0636026228109101,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
GAPDH,ENSG00000111640,GAPDH,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0639827993697964,1.196440519497063,1.196440519497063,MC100_vs_MC1,1.196440519497063,0.0639827993697964,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.196440519497063,,,,,,0.0639827993697964,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ANKRD18B,ENSG00000230453,ANKRD18B,ANKRD18B,ankyrin repeat domain 18B,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0644868282816415,1.6071237511337455,1.6071237511337455,MC100_vs_MC1,1.6071237511337455,0.0644868282816415,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.6071237511337455,,,,,,0.0644868282816415,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
FRAT2,ENSG00000181274,FRAT2,FRAT2,FRAT regulator of Wnt signaling pathway 2,indianred,indianred,MC100_vs_MC1,1,1,0.0645865713200991,1.4299032583105944,1.4299032583105944,MC100_vs_MC1,1.4299032583105944,0.0645865713200991,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1819862672482626,0.4298044988398759,0.7331959097856707,0.027777777777777776,,,,1.4299032583105944,,,,,,0.0645865713200991,,,,,,up_in_tested,,,216,6,1,MC100_vs_MC1,True,False
TAF15,ENSG00000270647,TAF15,TAF15,TATA-box binding protein associated factor 15,darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0649222078353771,1.1294331057046652,1.1294331057046652,MA100_vs_CTR,1.1294331057046652,0.0649222078353771,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1294331057046652,,,,,,0.0649222078353771,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
CENPV,ENSG00000166582,CENPV,CENPV,centromere protein V,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0655068161307628,2.1209081987938587,2.1209081987938587,MC100_vs_MC1,2.1209081987938587,0.0655068161307628,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.1209081987938587,,,,,,0.0655068161307628,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
NR4A3,ENSG00000119508,NR4A3,NR4A3,nuclear receptor subfamily 4 group A member 3,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0664189157357527,1.3976586028060696,1.3976586028060696,MC100_vs_MC1,1.3976586028060696,0.0664189157357527,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.3976586028060696,,,,,,0.0664189157357527,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
