gene_id,gene_symbol,gene_name,notfound,gene_label
ENSG00000033178,UBA6,ubiquitin like modifier activating enzyme 6,False,UBA6
ENSG00000033327,GAB2,GRB2 associated binding protein 2,False,GAB2
ENSG00000033627,ATP6V0A1,ATPase H+ transporting V0 subunit a1,False,ATP6V0A1
ENSG00000033800,PIAS1,protein inhibitor of activated STAT 1,False,PIAS1
ENSG00000033867,SLC4A7,solute carrier family 4 member 7,False,SLC4A7
ENSG00000034152,MAP2K3,mitogen-activated protein kinase kinase 3,False,MAP2K3
ENSG00000034510,TMSB10,thymosin beta 10,False,TMSB10
ENSG00000034533,ASTE1,asteroid structure-specific endonuclease 1,False,ASTE1
ENSG00000034677,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",False,RNF19A
ENSG00000034693,PEX3,peroxisomal biogenesis factor 3,False,PEX3
ENSG00000034713,GABARAPL2,GABA type A receptor associated protein like 2,False,GABARAPL2
ENSG00000035115,SH3YL1,SH3 and SYLF domain containing 1,False,SH3YL1
ENSG00000035141,TIMCC,TIM double twin CX3C motif chaperone,False,TIMCC
ENSG00000035403,VCL,vinculin,False,VCL
ENSG00000035499,DEPDC1B,DEP domain containing 1B,False,DEPDC1B
ENSG00000035664,DAPK2,death associated protein kinase 2,False,DAPK2
ENSG00000035681,NSMAF,neutral sphingomyelinase activation associated factor,False,NSMAF
ENSG00000035687,ADSS2,adenylosuccinate synthase 2,False,ADSS2
ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2,False,TIMP2
ENSG00000035928,RFC1,replication factor C subunit 1,False,RFC1
ENSG00000036054,TBC1D23,TBC1 domain family member 23,False,TBC1D23
ENSG00000036257,CUL3,cullin 3,False,CUL3
ENSG00000036530,CYP46A1,cytochrome P450 family 46 subfamily A member 1,False,CYP46A1
ENSG00000036549,ZZZ3,zinc finger ZZ-type containing 3,False,ZZZ3
ENSG00000036672,USP2,ubiquitin specific peptidase 2,False,USP2
ENSG00000037042,TUBG2,tubulin gamma 2,False,TUBG2
ENSG00000037241,RPL26L1,ribosomal protein L26 like 1,False,RPL26L1
ENSG00000037474,NSUN2,NOP2/Sun RNA methyltransferase 2,False,NSUN2
ENSG00000037749,MFAP3,microfibril associated protein 3,False,MFAP3
ENSG00000037757,MRI1,methylthioribose-1-phosphate isomerase 1,False,MRI1
ENSG00000037897,METTL1,"methyltransferase 1, tRNA methylguanosine",False,METTL1
ENSG00000037965,HOXC8,homeobox C8,False,HOXC8
ENSG00000038002,AGA,aspartylglucosaminidase,False,AGA
ENSG00000038210,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,False,PI4K2B
ENSG00000038219,BOD1L1,biorientation of chromosomes in cell division 1 like 1,False,BOD1L1
ENSG00000038274,MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit,False,MAT2B
ENSG00000038382,TRIO,trio Rho guanine nucleotide exchange factor,False,TRIO
ENSG00000038427,VCAN,versican,False,VCAN
ENSG00000038532,CLEC16A,C-type lectin domain containing 16A,False,CLEC16A
ENSG00000039068,CDH1,cadherin 1,False,CDH1
ENSG00000039123,MTREX,Mtr4 exosome RNA helicase,False,MTREX
ENSG00000039139,DNAH5,dynein axonemal heavy chain 5,False,DNAH5
ENSG00000039319,ZFYVE16,zinc finger FYVE-type containing 16,False,ZFYVE16
ENSG00000039523,RIPOR1,RHO family interacting cell polarization regulator 1,False,RIPOR1
ENSG00000039560,RAI14,retinoic acid induced 14,False,RAI14
ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase,False,PNKP
ENSG00000040199,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,False,PHLPP2
ENSG00000040275,SPDL1,spindle apparatus coiled-coil protein 1,False,SPDL1
ENSG00000040341,STAU2,staufen double-stranded RNA binding protein 2,False,STAU2
ENSG00000040487,SLC66A1,solute carrier family 66 member 1,False,SLC66A1
ENSG00000040531,CTNS,"cystinosin, lysosomal cystine transporter",False,CTNS
ENSG00000040608,RTN4R,reticulon 4 receptor,False,RTN4R
ENSG00000040633,PHF23,PHD finger protein 23,False,PHF23
ENSG00000040933,INPP4A,inositol polyphosphate-4-phosphatase type I A,False,INPP4A
ENSG00000041353,RAB27B,"RAB27B, member RAS oncogene family",False,RAB27B
ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4,False,PSMA4
ENSG00000041802,LSG1,large 60S subunit nuclear export GTPase 1,False,LSG1
ENSG00000041880,PARP3,poly(ADP-ribose) polymerase family member 3,False,PARP3
ENSG00000041982,TNC,tenascin C,False,TNC
ENSG00000041988,THAP3,THAP domain containing 3,False,THAP3
ENSG00000042062,RIPOR3,RIPOR family member 3,False,RIPOR3
ENSG00000042088,TDP1,tyrosyl-DNA phosphodiesterase 1,False,TDP1
ENSG00000042286,AIFM2,"AIF family member 2, ferroptosis suppressor",False,AIFM2
ENSG00000042317,SPATA7,spermatogenesis associated 7,False,SPATA7
ENSG00000042429,MED17,mediator complex subunit 17,False,MED17
ENSG00000042445,RETSAT,retinol saturase,False,RETSAT
ENSG00000042493,CAPG,"capping actin protein, gelsolin like",False,CAPG
ENSG00000042753,AP2S1,adaptor related protein complex 2 subunit sigma 1,False,AP2S1
ENSG00000042832,TG,thyroglobulin,False,TG
ENSG00000043093,DCUN1D1,defective in cullin neddylation 1 domain containing 1,False,DCUN1D1
ENSG00000043143,JADE2,jade family PHD finger 2,False,JADE2
ENSG00000043514,TRIT1,tRNA isopentenyltransferase 1,False,TRIT1
ENSG00000044090,CUL7,cullin 7,False,CUL7
ENSG00000044115,CTNNA1,catenin alpha 1,False,CTNNA1
ENSG00000044446,PHKA2,phosphorylase kinase regulatory subunit alpha 2,False,PHKA2
ENSG00000044459,CNTLN,centlein,False,CNTLN
ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5,False,HSPA5
ENSG00000046647,GEMIN8,gem nuclear organelle associated protein 8,False,GEMIN8
ENSG00000046651,OFD1,OFD1 centriole and centriolar satellite protein,False,OFD1
ENSG00000046653,GPM6B,glycoprotein M6B,False,GPM6B
ENSG00000046774,MAGEC2,MAGE family member C2,False,MAGEC2
ENSG00000047056,WDR37,WD repeat domain 37,False,WDR37
ENSG00000047188,YTHDC2,YTH N6-methyladenosine RNA binding protein C2,False,YTHDC2
ENSG00000047230,CTPS2,CTP synthase 2,False,CTPS2
ENSG00000047249,ATP6V1H,ATPase H+ transporting V1 subunit H,False,ATP6V1H
ENSG00000047315,POLR2B,RNA polymerase II subunit B,False,POLR2B
ENSG00000047346,ATOSA,atos homolog A,False,ATOSA
ENSG00000047365,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",False,ARAP2
ENSG00000047410,TPR,"translocated promoter region, nuclear basket protein",False,TPR
ENSG00000047578,KATNIP,katanin interacting protein,False,KATNIP
ENSG00000047579,DTNBP1,dystrobrevin binding protein 1,False,DTNBP1
ENSG00000047621,FERRY3,FERRY endosomal RAB5 effector complex subunit 3,False,FERRY3
ENSG00000047634,SCML1,Scm polycomb group protein like 1,False,SCML1
ENSG00000047644,WWC3,WWC family member 3,False,WWC3
ENSG00000047648,ARHGAP6,Rho GTPase activating protein 6,False,ARHGAP6
ENSG00000047849,MAP4,microtubule associated protein 4,False,MAP4
ENSG00000047932,GOPC,golgi associated PDZ and coiled-coil motif containing,False,GOPC
ENSG00000048028,USP28,ubiquitin specific peptidase 28,False,USP28
ENSG00000048052,HDAC9,histone deacetylase 9,False,HDAC9
ENSG00000048140,TSPAN17,tetraspanin 17,False,TSPAN17
ENSG00000048162,NOP16,NOP16 nucleolar protein,False,NOP16
ENSG00000048342,CC2D2A,coiled-coil and C2 domain containing 2A,False,CC2D2A
ENSG00000048392,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,False,RRM2B
ENSG00000048405,ZNF800,zinc finger protein 800,False,ZNF800
ENSG00000048471,SNX29,sorting nexin 29,False,SNX29
ENSG00000048540,LMO3,LIM domain only 3,False,LMO3
ENSG00000048544,MRPS10,mitochondrial ribosomal protein S10,False,MRPS10
ENSG00000048649,RSF1,remodeling and spacing factor 1,False,RSF1
ENSG00000048707,VPS13D,vacuolar protein sorting 13 homolog D,False,VPS13D
ENSG00000048740,CELF2,CUGBP Elav-like family member 2,False,CELF2
ENSG00000048828,FAM120A,family with sequence similarity 120 member A,False,FAM120A
ENSG00000048991,R3HDM1,R3H domain containing 1,False,R3HDM1
ENSG00000049089,COL9A2,collagen type IX alpha 2 chain,False,COL9A2
ENSG00000049130,KITLG,KIT ligand,False,KITLG
ENSG00000049167,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",False,ERCC8
ENSG00000049192,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,False,ADAMTS6
ENSG00000049239,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,False,H6PD
ENSG00000049245,VAMP3,vesicle associated membrane protein 3,False,VAMP3
ENSG00000049246,PER3,period circadian regulator 3,False,PER3
ENSG00000049323,LTBP1,latent transforming growth factor beta binding protein 1,False,LTBP1
ENSG00000049449,RCN1,reticulocalbin 1,False,RCN1
ENSG00000049540,ELN,elastin,False,ELN
ENSG00000049541,RFC2,replication factor C subunit 2,False,RFC2
ENSG00000049618,ARID1B,AT-rich interaction domain 1B,False,ARID1B
ENSG00000049656,CLPTM1L,CLPTM1 like,False,CLPTM1L
ENSG00000049759,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,False,NEDD4L
ENSG00000049769,PPP1R3F,protein phosphatase 1 regulatory subunit 3F,False,PPP1R3F
ENSG00000049860,HEXB,hexosaminidase subunit beta,False,HEXB
ENSG00000049883,PTCD2,pentatricopeptide repeat domain 2,False,PTCD2
ENSG00000050130,JKAMP,JNK1/MAPK8 associated membrane protein,False,JKAMP
ENSG00000050165,DKK3,dickkopf Wnt signaling pathway inhibitor 3,False,DKK3
ENSG00000050327,ARHGEF5,Rho guanine nucleotide exchange factor 5,False,ARHGEF5
ENSG00000050344,NFE2L3,NFE2 like bZIP transcription factor 3,False,NFE2L3
ENSG00000050393,MCUR1,mitochondrial calcium uniporter regulator 1,False,MCUR1
ENSG00000050405,LIMA1,LIM domain and actin binding 1,False,LIMA1
ENSG00000050426,LETMD1,LETM1 domain containing 1,False,LETMD1
ENSG00000050438,SLC4A8,solute carrier family 4 member 8,False,SLC4A8
ENSG00000050555,LAMC3,laminin subunit gamma 3,False,LAMC3
ENSG00000050628,PTGER3,prostaglandin E receptor 3,False,PTGER3
ENSG00000050730,TNIP3,TNFAIP3 interacting protein 3,False,TNIP3
ENSG00000050748,MAPK9,mitogen-activated protein kinase 9,False,MAPK9
ENSG00000050820,BCAR1,"BCAR1 scaffold protein, Cas family member",False,BCAR1
ENSG00000051009,FHIP1B,FHF complex subunit HOOK interacting protein 1B,False,FHIP1B
ENSG00000051108,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,False,HERPUD1
ENSG00000051128,HOMER3,homer scaffold protein 3,False,HOMER3
ENSG00000051180,RAD51,RAD51 recombinase,False,RAD51
ENSG00000051341,POLQ,DNA polymerase theta,False,POLQ
ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",False,PIK3CB
ENSG00000051523,CYBA,cytochrome b-245 alpha chain,False,CYBA
ENSG00000051596,THOC3,THO complex subunit 3,False,THOC3
ENSG00000051620,HEBP2,heme binding protein 2,False,HEBP2
ENSG00000051825,MPHOSPH9,M-phase phosphoprotein 9,False,MPHOSPH9
ENSG00000052126,PLEKHA5,pleckstrin homology domain containing A5,False,PLEKHA5
ENSG00000052723,SIKE1,suppressor of IKBKE 1,False,SIKE1
ENSG00000052749,RRP12,ribosomal RNA processing 12 homolog,False,RRP12
ENSG00000052795,FNIP2,folliculin interacting protein 2,False,FNIP2
ENSG00000052802,MSMO1,methylsterol monooxygenase 1,False,MSMO1
ENSG00000052841,TTC17,tetratricopeptide repeat domain 17,False,TTC17
ENSG00000053108,FSTL4,follistatin like 4,False,FSTL4
ENSG00000053254,FOXN3,forkhead box N3,False,FOXN3
ENSG00000053371,AKR7A2,aldo-keto reductase family 7 member A2,False,AKR7A2
ENSG00000053372,MRTO4,"MRT4 homolog, ribosome maturation factor",False,MRTO4
ENSG00000053438,NNAT,neuronatin,False,NNAT
ENSG00000053501,USE1,unconventional SNARE in the ER 1,False,USE1
ENSG00000053747,LAMA3,laminin subunit alpha 3,False,LAMA3
ENSG00000053770,AP5M1,adaptor related protein complex 5 subunit mu 1,False,AP5M1
ENSG00000053900,ANAPC4,anaphase promoting complex subunit 4,False,ANAPC4
ENSG00000054116,TRAPPC3,trafficking protein particle complex subunit 3,False,TRAPPC3
ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3,False,THRAP3
ENSG00000054148,PHPT1,phosphohistidine phosphatase 1,False,PHPT1
ENSG00000054267,ARID4B,AT-rich interaction domain 4B,False,ARID4B
ENSG00000054282,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8,False,SDCCAG8
ENSG00000054356,PTPRN,protein tyrosine phosphatase receptor type N,False,PTPRN
ENSG00000054523,KIF1B,kinesin family member 1B,False,KIF1B
ENSG00000054598,FOXC1,forkhead box C1,False,FOXC1
ENSG00000054611,TBC1D22A,TBC1 domain family member 22A,False,TBC1D22A
ENSG00000054654,SYNE2,spectrin repeat containing nuclear envelope protein 2,False,SYNE2
ENSG00000054793,ATP9A,ATPase phospholipid transporting 9A,False,ATP9A
ENSG00000054938,CHRDL2,chordin like 2,False,CHRDL2
ENSG00000054965,FAM168A,family with sequence similarity 168 member A,False,FAM168A
ENSG00000054967,RELT,RELT TNF receptor,False,RELT
ENSG00000054983,GALC,galactosylceramidase,False,GALC
ENSG00000055044,NOP58,NOP58 ribonucleoprotein,False,NOP58
ENSG00000055070,SZRD1,SUZ RNA binding domain containing 1,False,SZRD1
ENSG00000055118,KCNH2,potassium voltage-gated channel subfamily H member 2,False,KCNH2
ENSG00000055130,CUL1,cullin 1,False,CUL1
ENSG00000055147,FAM114A2,family with sequence similarity 114 member A2,False,FAM114A2
ENSG00000055163,CYFIP2,cytoplasmic FMR1 interacting protein 2,False,CYFIP2
ENSG00000055208,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,False,TAB2
ENSG00000055211,GINM1,glycosylated integral membrane protein 1,False,GINM1
ENSG00000055332,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,False,EIF2AK2
ENSG00000055483,USP36,ubiquitin specific peptidase 36,False,USP36
ENSG00000055609,KMT2C,lysine methyltransferase 2C,False,KMT2C
ENSG00000055732,MCOLN3,mucolipin TRP cation channel 3,False,MCOLN3
ENSG00000055917,PUM2,pumilio RNA binding family member 2,False,PUM2
ENSG00000055950,MRPL43,mitochondrial ribosomal protein L43,False,MRPL43
ENSG00000055955,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4,False,ITIH4
ENSG00000056050,HPF1,histone PARylation factor 1,False,HPF1
ENSG00000056097,ZFR,zinc finger RNA binding protein,False,ZFR
ENSG00000056277,ZNF280C,zinc finger protein 280C,False,ZNF280C
ENSG00000056558,TRAF1,TNF receptor associated factor 1,False,TRAF1
ENSG00000056586,RC3H2,ring finger and CCCH-type domains 2,False,RC3H2
ENSG00000056736,IL17RB,interleukin 17 receptor B,False,IL17RB
ENSG00000056972,TRAF3IP2,TRAF3 interacting protein 2,False,TRAF3IP2
ENSG00000056998,GYG2,glycogenin 2,False,GYG2
ENSG00000057019,DCBLD2,"discoidin, CUB and LCCL domain containing 2",False,DCBLD2
ENSG00000057252,SOAT1,sterol O-acyltransferase 1,False,SOAT1
ENSG00000057608,GDI2,GDP dissociation inhibitor 2,False,GDI2
ENSG00000057657,PRDM1,PR/SET domain 1,False,PRDM1
ENSG00000057663,ATG5,autophagy related 5,False,ATG5
ENSG00000057757,PITHD1,PITH domain containing 1,False,PITHD1
ENSG00000057935,MTA3,metastasis associated 1 family member 3,False,MTA3
ENSG00000058056,USP13,ubiquitin specific peptidase 13,False,USP13
ENSG00000058063,ATP11B,ATPase phospholipid transporting 11B (putative),False,ATP11B
ENSG00000058085,LAMC2,laminin subunit gamma 2,False,LAMC2
ENSG00000058091,CDK14,cyclin dependent kinase 14,False,CDK14
ENSG00000058262,SEC61A1,SEC61 translocon subunit alpha 1,False,SEC61A1
ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A,False,PPP1R12A
ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase II beta,False,CAMK2B
ENSG00000058668,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,False,ATP2B4
ENSG00000058673,ZC3H11A,zinc finger CCCH-type containing 11A,False,ZC3H11A
ENSG00000058729,RIOK2,RIO kinase 2,False,RIOK2
ENSG00000058799,YIPF1,Yip1 domain family member 1,False,YIPF1
ENSG00000058804,NDC1,NDC1 transmembrane nucleoporin,False,NDC1
ENSG00000058866,DGKG,diacylglycerol kinase gamma,False,DGKG
ENSG00000059122,FLYWCH1,FLYWCH-type zinc finger 1,False,FLYWCH1
ENSG00000059145,UNKL,unk like zinc finger,False,UNKL
ENSG00000059377,TBXAS1,thromboxane A synthase 1,False,TBXAS1
ENSG00000059378,PARP12,poly(ADP-ribose) polymerase family member 12,False,PARP12
ENSG00000059573,ALDH18A1,aldehyde dehydrogenase 18 family member A1,False,ALDH18A1
ENSG00000059588,TARBP1,tRNA guanosine 2 -O-methyltransferase TARBP1,False,TARBP1
ENSG00000059691,GATB,glutamyl-tRNA amidotransferase subunit B,False,GATB
ENSG00000059728,MXD1,MAX dimerization protein 1,False,MXD1
ENSG00000059758,CDK17,cyclin dependent kinase 17,False,CDK17
ENSG00000059769,DNAJC25,DnaJ heat shock protein family (Hsp40) member C25,False,DNAJC25
ENSG00000059804,SLC2A3,solute carrier family 2 member 3,False,SLC2A3
ENSG00000059915,PSD,pleckstrin and Sec7 domain containing,False,PSD
ENSG00000060069,CTDP1,CTD phosphatase subunit 1,False,CTDP1
ENSG00000060138,YBX3,Y-box binding protein 3,False,YBX3
ENSG00000060140,STYK1,serine/threonine/tyrosine kinase 1,False,STYK1
ENSG00000060237,WNK1,WNK lysine deficient protein kinase 1,False,WNK1
ENSG00000060339,CCAR1,cell division cycle and apoptosis regulator 1,False,CCAR1
ENSG00000060491,OGFR,opioid growth factor receptor,False,OGFR
ENSG00000060642,PIGV,phosphatidylinositol glycan anchor biosynthesis class V,False,PIGV
ENSG00000060656,PTPRU,protein tyrosine phosphatase receptor type U,False,PTPRU
ENSG00000060688,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,False,SNRNP40
ENSG00000060718,COL11A1,collagen type XI alpha 1 chain,False,COL11A1
ENSG00000060749,QSER1,glutamine and serine rich 1,False,QSER1
ENSG00000060762,MPC1,mitochondrial pyruvate carrier 1,False,MPC1
ENSG00000060971,ACAA1,acetyl-CoA acyltransferase 1,False,ACAA1
ENSG00000060982,BCAT1,branched chain amino acid transaminase 1,False,BCAT1
ENSG00000061273,HDAC7,histone deacetylase 7,False,HDAC7
ENSG00000061337,LZTS1,leucine zipper tumor suppressor 1,False,LZTS1
ENSG00000061455,PRDM6,PR/SET domain 6,False,PRDM6
ENSG00000061656,SPAG4,sperm associated antigen 4,False,SPAG4
ENSG00000061676,NCKAP1,NCK associated protein 1,False,NCKAP1
ENSG00000061794,MRPS35,mitochondrial ribosomal protein S35,False,MRPS35
ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,False,GUCY1B1
ENSG00000061936,SFSWAP,splicing factor SWAP,False,SFSWAP
ENSG00000061938,TNK2,tyrosine kinase non receptor 2,False,TNK2
ENSG00000061987,MON2,MON2 regulator of endosome-to-Golgi trafficking,False,MON2
ENSG00000062194,GPBP1,GC-rich promoter binding protein 1,False,GPBP1
ENSG00000062282,DGAT2,diacylglycerol O-acyltransferase 2,False,DGAT2
ENSG00000062370,ZNF112,zinc finger protein 112,False,ZNF112
ENSG00000062485,CS,citrate synthase,False,CS
ENSG00000062524,LTK,leukocyte receptor tyrosine kinase,False,LTK
ENSG00000062582,MRPS24,mitochondrial ribosomal protein S24,False,MRPS24
ENSG00000062598,ELMO2,engulfment and cell motility 2,False,ELMO2
ENSG00000062650,WAPL,WAPL cohesin release factor,False,WAPL
ENSG00000062716,VMP1,vacuole membrane protein 1,False,VMP1
ENSG00000062725,APPBP2,amyloid beta precursor protein binding protein 2,False,APPBP2
ENSG00000062822,POLD1,"DNA polymerase delta 1, catalytic subunit",False,POLD1
ENSG00000063046,EIF4B,eukaryotic translation initiation factor 4B,False,EIF4B
ENSG00000063127,SLC6A16,solute carrier family 6 member 16,False,SLC6A16
ENSG00000063169,BICRA,BRD4 interacting chromatin remodeling complex associated protein,False,BICRA
ENSG00000063176,SPHK2,sphingosine kinase 2,False,SPHK2
ENSG00000063177,RPL18,ribosomal protein L18,False,RPL18
ENSG00000063180,CA11,carbonic anhydrase 11 (inactive),False,CA11
ENSG00000063241,ISOC2,isochorismatase domain containing 2,False,ISOC2
ENSG00000063244,U2AF2,U2 small nuclear RNA auxiliary factor 2,False,U2AF2
ENSG00000063245,EPN1,epsin 1,False,EPN1
ENSG00000063322,MED29,mediator complex subunit 29,False,MED29
ENSG00000063438,AHRR,aryl hydrocarbon receptor repressor,False,AHRR
ENSG00000063587,ZNF275,zinc finger protein 275,False,ZNF275
ENSG00000063601,MTMR1,myotubularin related protein 1,False,MTMR1
ENSG00000063660,GPC1,glypican 1,False,GPC1
ENSG00000063761,ADCK1,aarF domain containing kinase 1,False,ADCK1
ENSG00000063854,HAGH,hydroxyacylglutathione hydrolase,False,HAGH
ENSG00000063978,RNF4,ring finger protein 4,False,RNF4
ENSG00000064012,CASP8,caspase 8,False,CASP8
ENSG00000064042,LIMCH1,LIM and calponin homology domains 1,False,LIMCH1
ENSG00000064102,INTS13,integrator complex subunit 13,False,INTS13
ENSG00000064115,TM7SF3,transmembrane 7 superfamily member 3,False,TM7SF3
