gene_id,gene_symbol,gene_name,notfound,gene_label
ENSG00000119335,SET,SET nuclear proto-oncogene,False,SET
ENSG00000119383,PTPA,protein phosphatase 2 phosphatase activator,False,PTPA
ENSG00000119392,GLE1,GLE1 RNA export mediator,False,GLE1
ENSG00000119396,RAB14,"RAB14, member RAS oncogene family",False,RAB14
ENSG00000119397,CNTRL,centriolin,False,CNTRL
ENSG00000119401,TRIM32,tripartite motif containing 32,False,TRIM32
ENSG00000119402,FBXW2,F-box and WD repeat domain containing 2,False,FBXW2
ENSG00000119403,PHF19,PHD finger protein 19,False,PHF19
ENSG00000119408,NEK6,NIMA related kinase 6,False,NEK6
ENSG00000119414,PPP6C,protein phosphatase 6 catalytic subunit,False,PPP6C
ENSG00000119421,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,False,NDUFA8
ENSG00000119431,HDHD3,haloacid dehalogenase like hydrolase domain containing 3,False,HDHD3
ENSG00000119446,RBM18,RNA binding motif protein 18,False,RBM18
ENSG00000119471,HSDL2,hydroxysteroid dehydrogenase like 2,False,HSDL2
ENSG00000119487,MAPKAP1,MAPK associated protein 1,False,MAPKAP1
ENSG00000119508,NR4A3,nuclear receptor subfamily 4 group A member 3,False,NR4A3
ENSG00000119509,INVS,inversin,False,INVS
ENSG00000119522,DENND1A,DENN domain containing 1A,False,DENND1A
ENSG00000119523,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase",False,ALG2
ENSG00000119537,KDSR,3-ketodihydrosphingosine reductase,False,KDSR
ENSG00000119541,VPS4B,vacuolar protein sorting 4 homolog B,False,VPS4B
ENSG00000119547,ONECUT2,one cut homeobox 2,False,ONECUT2
ENSG00000119559,C19orf25,chromosome 19 open reading frame 25,False,C19orf25
ENSG00000119574,ZBTB45,zinc finger and BTB domain containing 45,False,ZBTB45
ENSG00000119596,YLPM1,YLP motif containing 1,False,YLPM1
ENSG00000119599,DCAF4,DDB1 and CUL4 associated factor 4,False,DCAF4
ENSG00000119616,FCF1,FCF1 rRNA-processing protein,False,FCF1
ENSG00000119630,PGF,placental growth factor,False,PGF
ENSG00000119632,IFI27L2,interferon alpha inducible protein 27 like 2,False,IFI27L2
ENSG00000119636,BBOF1,basal body orientation factor 1,False,BBOF1
ENSG00000119638,NEK9,NIMA related kinase 9,False,NEK9
ENSG00000119640,ACYP1,acylphosphatase 1,False,ACYP1
ENSG00000119650,IFT43,intraflagellar transport 43,False,IFT43
ENSG00000119655,NPC2,NPC intracellular cholesterol transporter 2,False,NPC2
ENSG00000119661,DNAL1,dynein axonemal light chain 1,False,DNAL1
ENSG00000119669,IRF2BPL,interferon regulatory factor 2 binding protein like,False,IRF2BPL
ENSG00000119673,ACOT2,acyl-CoA thioesterase 2,False,ACOT2
ENSG00000119681,LTBP2,latent transforming growth factor beta binding protein 2,False,LTBP2
ENSG00000119682,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1,False,AREL1
ENSG00000119684,MLH3,mutL homolog 3,False,MLH3
ENSG00000119685,TTLL5,tubulin tyrosine ligase like 5,False,TTLL5
ENSG00000119686,FLVCR2,FLVCR choline and putative heme transporter 2,False,FLVCR2
ENSG00000119688,ABCD4,ATP binding cassette subfamily D member 4,False,ABCD4
ENSG00000119689,DLST,dihydrolipoamide S-succinyltransferase,False,DLST
ENSG00000119698,PPP4R4,protein phosphatase 4 regulatory subunit 4,False,PPP4R4
ENSG00000119699,TGFB3,transforming growth factor beta 3,False,TGFB3
ENSG00000119703,ZC2HC1C,zinc finger C2HC-type containing 1C,False,ZC2HC1C
ENSG00000119705,SLIRP,SRA stem-loop interacting RNA binding protein,False,SLIRP
ENSG00000119707,RBM25,RNA binding motif protein 25,False,RBM25
ENSG00000119711,ALDH6A1,aldehyde dehydrogenase 6 family member A1,False,ALDH6A1
ENSG00000119714,GPR68,G protein-coupled receptor 68,False,GPR68
ENSG00000119718,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,False,EIF2B2
ENSG00000119720,NRDE2,"NRDE-2, necessary for RNA interference, domain containing",False,NRDE2
ENSG00000119723,COQ6,"coenzyme Q6, monooxygenase",False,COQ6
ENSG00000119725,ZNF410,zinc finger protein 410,False,ZNF410
ENSG00000119729,RHOQ,ras homolog family member Q,False,RHOQ
ENSG00000119760,SUPT7L,"SPT7 like, STAGA complex subunit gamma",False,SUPT7L
ENSG00000119771,KLHL29,kelch like family member 29,False,KLHL29
ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha,False,DNMT3A
ENSG00000119777,TMEM214,transmembrane protein 214,False,TMEM214
ENSG00000119778,ATAD2B,ATPase family AAA domain containing 2B,False,ATAD2B
ENSG00000119782,FKBP1B,FKBP prolyl isomerase 1B,False,FKBP1B
ENSG00000119787,ATL2,atlastin GTPase 2,False,ATL2
ENSG00000119801,YPEL5,yippee like 5,False,YPEL5
ENSG00000119812,FAM98A,family with sequence similarity 98 member A,False,FAM98A
ENSG00000119820,YIPF4,Yip1 domain family member 4,False,YIPF4
ENSG00000119844,AFTPH,aftiphilin,False,AFTPH
ENSG00000119862,LGALSL,galectin like,False,LGALSL
ENSG00000119865,CNRIP1,cannabinoid receptor interacting protein 1,False,CNRIP1
ENSG00000119866,BCL11A,BCL11 transcription factor A,False,BCL11A
ENSG00000119878,CRIPT,CXXC repeat containing interactor of PDZ3 domain,False,CRIPT
ENSG00000119888,EPCAM,epithelial cell adhesion molecule,False,EPCAM
ENSG00000119899,SLC17A5,solute carrier family 17 member 5,False,SLC17A5
ENSG00000119900,OGFRL1,opioid growth factor receptor like 1,False,OGFRL1
ENSG00000119906,SLF2,SMC5/6 complex localization factor 2,False,SLF2
ENSG00000119912,IDE,insulin degrading enzyme,False,IDE
ENSG00000119917,IFIT3,interferon induced protein with tetratricopeptide repeats 3,False,IFIT3
ENSG00000119922,IFIT2,interferon induced protein with tetratricopeptide repeats 2,False,IFIT2
ENSG00000119927,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",False,GPAM
ENSG00000119929,CUTC,cutC copper transporter,False,CUTC
ENSG00000119938,PPP1R3C,protein phosphatase 1 regulatory subunit 3C,False,PPP1R3C
ENSG00000119943,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2,False,PYROXD2
ENSG00000119946,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1,False,CNNM1
ENSG00000119950,MXI1,"MAX interactor 1, dimerization protein",False,MXI1
ENSG00000119953,SMNDC1,survival motor neuron domain containing 1,False,SMNDC1
ENSG00000119965,C10orf88,chromosome 10 open reading frame 88,False,C10orf88
ENSG00000119969,HELLS,"helicase, lymphoid specific",False,HELLS
ENSG00000119977,TCTN3,tectonic family member 3,False,TCTN3
ENSG00000119979,DENND10,DENN domain containing 10,False,DENND10
ENSG00000119986,AVPI1,arginine vasopressin induced 1,False,AVPI1
ENSG00000120008,WDR11,WD repeat domain 11,False,WDR11
ENSG00000120029,ARMH3,armadillo like helical domain containing 3,False,ARMH3
ENSG00000120049,KCNIP2,potassium voltage-gated channel interacting protein 2,False,KCNIP2
ENSG00000120051,CFAP58,cilia and flagella associated protein 58,False,CFAP58
ENSG00000120053,GOT1,glutamic-oxaloacetic transaminase 1,False,GOT1
ENSG00000120063,GNA13,G protein subunit alpha 13,False,GNA13
ENSG00000120068,HOXB8,homeobox B8,False,HOXB8
ENSG00000120071,KANSL1,KAT8 regulatory NSL complex subunit 1,False,KANSL1
ENSG00000120075,HOXB5,homeobox B5,False,HOXB5
ENSG00000120093,HOXB3,homeobox B3,False,HOXB3
ENSG00000120129,DUSP1,dual specificity phosphatase 1,False,DUSP1
ENSG00000120137,PANK3,pantothenate kinase 3,False,PANK3
ENSG00000120149,MSX2,msh homeobox 2,False,MSX2
ENSG00000120156,TEK,TEK receptor tyrosine kinase,False,TEK
ENSG00000120158,RCL1,RNA terminal phosphate cyclase like 1,False,RCL1
ENSG00000120159,CAAP1,caspase activity and apoptosis inhibitor 1,False,CAAP1
ENSG00000120215,MLANA,melan-A,False,MLANA
ENSG00000120217,CD274,CD274 molecule,False,CD274
ENSG00000120253,NUP43,nucleoporin 43,False,NUP43
ENSG00000120254,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,False,MTHFD1L
ENSG00000120256,LRP11,LDL receptor related protein 11,False,LRP11
ENSG00000120262,CCDC170,coiled-coil domain containing 170,False,CCDC170
ENSG00000120265,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,False,PCMT1
ENSG00000120278,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,False,PLEKHG1
ENSG00000120306,CYSTM1,cysteine rich transmembrane module containing 1,False,CYSTM1
ENSG00000120314,WDR55,WD repeat domain 55,False,WDR55
ENSG00000120318,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",False,ARAP3
ENSG00000120333,MRPS14,mitochondrial ribosomal protein S14,False,MRPS14
ENSG00000120334,CENPL,centromere protein L,False,CENPL
ENSG00000120370,GORAB,"golgin, RAB6 interacting",False,GORAB
ENSG00000120437,ACAT2,acetyl-CoA acetyltransferase 2,False,ACAT2
ENSG00000120438,TCP1,t-complex 1,False,TCP1
ENSG00000120451,SNX19,sorting nexin 19,False,SNX19
ENSG00000120458,MSANTD2,Myb/SANT DNA binding domain containing 2,False,MSANTD2
ENSG00000120509,PDZD11,PDZ domain containing 11,False,PDZD11
ENSG00000120519,SLC10A7,solute carrier family 10 member 7,False,SLC10A7
ENSG00000120526,NUDCD1,NudC domain containing 1,False,NUDCD1
ENSG00000120533,ENY2,ENY2 transcription and export complex 2 subunit,False,ENY2
ENSG00000120539,MASTL,microtubule associated serine/threonine kinase like,False,MASTL
ENSG00000120549,KIAA1217,KIAA1217,False,KIAA1217
ENSG00000120594,PLXDC2,plexin domain containing 2,False,PLXDC2
ENSG00000120616,EPC1,enhancer of polycomb 1,False,EPC1
ENSG00000120647,CCDC77,coiled-coil domain containing 77,False,CCDC77
ENSG00000120656,TAF12,TATA-box binding protein associated factor 12,False,TAF12
ENSG00000120658,ENOX1,ecto-NOX disulfide-thiol exchanger 1,False,ENOX1
ENSG00000120662,MTRF1,mitochondrial translation release factor 1,False,MTRF1
ENSG00000120675,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15,False,DNAJC15
ENSG00000120685,PROSER1,proline and serine rich 1,False,PROSER1
ENSG00000120686,UFM1,ubiquitin fold modifier 1,False,UFM1
ENSG00000120688,WBP4,WW domain binding protein 4,False,WBP4
ENSG00000120690,ELF1,E74 like ETS transcription factor 1,False,ELF1
ENSG00000120693,SMAD9,SMAD family member 9,False,SMAD9
ENSG00000120694,HSPH1,heat shock protein family H (Hsp110) member 1,False,HSPH1
ENSG00000120696,KBTBD7,kelch repeat and BTB domain containing 7,False,KBTBD7
ENSG00000120697,ALG5,ALG5 dolichyl-phosphate beta-glucosyltransferase,False,ALG5
ENSG00000120699,EXOSC8,exosome component 8,False,EXOSC8
ENSG00000120705,ETF1,eukaryotic translation termination factor 1,False,ETF1
ENSG00000120708,TGFBI,transforming growth factor beta induced,False,TGFBI
ENSG00000120709,FAM53C,family with sequence similarity 53 member C,False,FAM53C
ENSG00000120725,SIL1,SIL1 nucleotide exchange factor,False,SIL1
ENSG00000120727,PAIP2,poly(A) binding protein interacting protein 2,False,PAIP2
ENSG00000120733,KDM3B,lysine demethylase 3B,False,KDM3B
ENSG00000120738,EGR1,early growth response 1,False,EGR1
ENSG00000120742,SERP1,stress associated endoplasmic reticulum protein 1,False,SERP1
ENSG00000120756,PLS1,plastin 1,False,PLS1
ENSG00000120784,ZFP30,ZFP30 zinc finger protein,False,ZFP30
ENSG00000120798,NR2C1,nuclear receptor subfamily 2 group C member 1,False,NR2C1
ENSG00000120800,UTP20,UTP20 small subunit processome component,False,UTP20
ENSG00000120802,TMPO,thymopoietin,False,TMPO
ENSG00000120805,ARL1,ARF like GTPase 1,False,ARL1
ENSG00000120820,GLT8D2,glycosyltransferase 8 domain containing 2,False,GLT8D2
ENSG00000120832,MTERF2,mitochondrial transcription termination factor 2,False,MTERF2
ENSG00000120833,SOCS2,suppressor of cytokine signaling 2,False,SOCS2
ENSG00000120837,NFYB,nuclear transcription factor Y subunit beta,False,NFYB
ENSG00000120860,WASHC3,WASH complex subunit 3,False,WASHC3
ENSG00000120868,APAF1,apoptotic peptidase activating factor 1,False,APAF1
ENSG00000120875,DUSP4,dual specificity phosphatase 4,False,DUSP4
ENSG00000120885,CLU,clusterin,False,CLU
ENSG00000120889,TNFRSF10B,TNF receptor superfamily member 10b,False,TNFRSF10B
ENSG00000120896,SORBS3,sorbin and SH3 domain containing 3,False,SORBS3
ENSG00000120899,PTK2B,protein tyrosine kinase 2 beta,False,PTK2B
ENSG00000120910,PPP3CC,protein phosphatase 3 catalytic subunit gamma,False,PPP3CC
ENSG00000120913,PDLIM2,PDZ and LIM domain 2,False,PDLIM2
ENSG00000120925,RNF170,ring finger protein 170,False,RNF170
ENSG00000120942,UBIAD1,UbiA prenyltransferase domain containing 1,False,UBIAD1
ENSG00000120948,TARDBP,TAR DNA binding protein,False,TARDBP
ENSG00000120963,ZNF706,zinc finger protein 706,False,ZNF706
ENSG00000120992,LYPLA1,lysophospholipase 1,False,LYPLA1
ENSG00000121022,COPS5,COP9 signalosome subunit 5,False,COPS5
ENSG00000121039,RDH10,retinol dehydrogenase 10,False,RDH10
ENSG00000121057,AKAP1,A-kinase anchoring protein 1,False,AKAP1
ENSG00000121058,COIL,coilin,False,COIL
ENSG00000121060,TRIM25,tripartite motif containing 25,False,TRIM25
ENSG00000121064,SCPEP1,serine carboxypeptidase 1,False,SCPEP1
ENSG00000121067,SPOP,speckle type BTB/POZ protein,False,SPOP
ENSG00000121068,TBX2,T-box transcription factor 2,False,TBX2
ENSG00000121073,SLC35B1,solute carrier family 35 member B1,False,SLC35B1
ENSG00000121075,TBX4,T-box transcription factor 4,False,TBX4
ENSG00000121104,FAM117A,family with sequence similarity 117 member A,False,FAM117A
ENSG00000121152,NCAPH,non-SMC condensin I complex subunit H,False,NCAPH
ENSG00000121210,TMEM131L,transmembrane 131 like,False,TMEM131L
ENSG00000121236,TRIM6,tripartite motif containing 6,False,TRIM6
ENSG00000121274,TENT4B,terminal nucleotidyltransferase 4B,False,TENT4B
ENSG00000121281,ADCY7,adenylate cyclase 7,False,ADCY7
ENSG00000121289,CEP89,centrosomal protein 89,False,CEP89
ENSG00000121297,TSHZ3,teashirt zinc finger homeobox 3,False,TSHZ3
ENSG00000121310,ECHDC2,enoyl-CoA hydratase domain containing 2,False,ECHDC2
ENSG00000121316,PLBD1,phospholipase B domain containing 1,False,PLBD1
ENSG00000121350,PYROXD1,pyridine nucleotide-disulphide oxidoreductase domain 1,False,PYROXD1
ENSG00000121361,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,False,KCNJ8
ENSG00000121390,PSPC1,paraspeckle component 1,False,PSPC1
ENSG00000121406,ZNF549,zinc finger protein 549,False,ZNF549
ENSG00000121413,ZSCAN18,zinc finger and SCAN domain containing 18,False,ZSCAN18
ENSG00000121417,ZNF211,zinc finger protein 211,False,ZNF211
ENSG00000121440,PDZRN3,PDZ domain containing ring finger 3,False,PDZRN3
ENSG00000121481,RNF2,ring finger protein 2,False,RNF2
ENSG00000121486,TRMT1L,tRNA methyltransferase 1L,False,TRMT1L
ENSG00000121542,SEC22A,"SEC22 homolog A, vesicle trafficking protein",False,SEC22A
ENSG00000121552,CSTA,cystatin A,False,CSTA
ENSG00000121570,DPPA4,developmental pluripotency associated 4,False,DPPA4
ENSG00000121578,B4GALT4,"beta-1,4-galactosyltransferase 4",False,B4GALT4
ENSG00000121579,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit",False,NAA50
ENSG00000121621,KIF18A,kinesin family member 18A,False,KIF18A
ENSG00000121644,DESI2,desumoylating isopeptidase 2,False,DESI2
ENSG00000121671,CRY2,cryptochrome circadian regulator 2,False,CRY2
ENSG00000121680,PEX16,peroxisomal biogenesis factor 16,False,PEX16
ENSG00000121690,DEPDC7,DEP domain containing 7,False,DEPDC7
ENSG00000121691,CAT,catalase,False,CAT
ENSG00000121716,PILRB,paired immunoglobin like type 2 receptor beta,False,PILRB
ENSG00000121741,ZMYM2,zinc finger MYM-type containing 2,False,ZMYM2
ENSG00000121743,GJA3,gap junction protein alpha 3,False,GJA3
ENSG00000121749,TBC1D15,TBC1 domain family member 15,False,TBC1D15
ENSG00000121753,ADGRB2,adhesion G protein-coupled receptor B2,False,ADGRB2
ENSG00000121766,ZCCHC17,zinc finger CCHC-type containing 17,False,ZCCHC17
ENSG00000121769,FABP3,fatty acid binding protein 3,False,FABP3
ENSG00000121774,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1",False,KHDRBS1
ENSG00000121775,TMEM39B,transmembrane protein 39B,False,TMEM39B
ENSG00000121797,CCRL2,C-C motif chemokine receptor like 2,False,CCRL2
ENSG00000121851,POLR3GL,RNA polymerase III subunit GL,False,POLR3GL
ENSG00000121858,TNFSF10,TNF superfamily member 10,False,TNFSF10
ENSG00000121864,ZNF639,zinc finger protein 639,False,ZNF639
ENSG00000121879,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",False,PIK3CA
ENSG00000121892,PDS5A,PDS5 cohesin associated factor A,False,PDS5A
ENSG00000121895,TMEM156,transmembrane protein 156,False,TMEM156
ENSG00000121897,LIAS,lipoic acid synthetase,False,LIAS
ENSG00000121898,CPXM2,"carboxypeptidase X, M14 family member 2",False,CPXM2
ENSG00000121900,TMEM54,transmembrane protein 54,False,TMEM54
ENSG00000121903,ZSCAN20,zinc finger and SCAN domain containing 20,False,ZSCAN20
ENSG00000121904,CSMD2,CUB and Sushi multiple domains 2,False,CSMD2
ENSG00000121931,LRIF1,ligand dependent nuclear receptor interacting factor 1,False,LRIF1
ENSG00000121940,CLCC1,chloride channel CLIC like 1,False,CLCC1
ENSG00000121957,GPSM2,G protein signaling modulator 2,False,GPSM2
ENSG00000121964,QTMAN,queuosine-tRNA mannosyltransferase,False,QTMAN
ENSG00000121988,ZRANB3,zinc finger RANBP2-type containing 3,False,ZRANB3
ENSG00000121989,ACVR2A,activin A receptor type 2A,False,ACVR2A
ENSG00000122008,POLK,DNA polymerase kappa,False,POLK
ENSG00000122026,RPL21,ribosomal protein L21,False,RPL21
ENSG00000122033,MTIF3,mitochondrial translational initiation factor 3,False,MTIF3
ENSG00000122034,GTF3A,general transcription factor IIIA,False,GTF3A
ENSG00000122042,UBL3,ubiquitin like 3,False,UBL3
ENSG00000122068,FYTTD1,forty-two-three domain containing 1,False,FYTTD1
ENSG00000122085,MTERF4,mitochondrial transcription termination factor 4,False,MTERF4
ENSG00000122126,OCRL,OCRL inositol polyphosphate-5-phosphatase,False,OCRL
ENSG00000122140,MRPS2,mitochondrial ribosomal protein S2,False,MRPS2
ENSG00000122176,FMOD,fibromodulin,False,FMOD
ENSG00000122203,KIAA1191,KIAA1191,False,KIAA1191
ENSG00000122218,COPA,coat protein complex I subunit alpha,False,COPA
ENSG00000122257,RBBP6,"RB binding protein 6, ubiquitin ligase",False,RBBP6
ENSG00000122299,ZC3H7A,zinc finger CCCH-type containing 7A,False,ZC3H7A
ENSG00000122335,SERAC1,serine active site containing 1,False,SERAC1
ENSG00000122359,ANXA11,annexin A11,False,ANXA11
ENSG00000122376,SHLD2,shieldin complex subunit 2,False,SHLD2
ENSG00000122378,PRXL2A,peroxiredoxin like 2A,False,PRXL2A
ENSG00000122386,ZNF205,zinc finger protein 205,False,ZNF205
ENSG00000122390,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit",False,NAA60
ENSG00000122406,RPL5,ribosomal protein L5,False,RPL5
ENSG00000122417,ODF2L,outer dense fiber of sperm tails 2 like,False,ODF2L
ENSG00000122420,PTGFR,prostaglandin F receptor,False,PTGFR
ENSG00000122432,SPATA1,spermatogenesis associated 1,False,SPATA1
ENSG00000122435,TRMT13,tRNA methyltransferase 13,False,TRMT13
ENSG00000122481,RWDD3,RWD domain containing 3,False,RWDD3
ENSG00000122482,ZNF644,zinc finger protein 644,False,ZNF644
ENSG00000122483,CCDC18,coiled-coil domain containing 18,False,CCDC18
ENSG00000122484,RPAP2,RNA polymerase II associated protein 2,False,RPAP2
ENSG00000122490,SLC66A2,solute carrier family 66 member 2,False,SLC66A2
ENSG00000122507,BBS9,Bardet-Biedl syndrome 9,False,BBS9
ENSG00000122512,PMS2,"PMS1 homolog 2, mismatch repair system component",False,PMS2
ENSG00000122515,ZMIZ2,zinc finger MIZ-type containing 2,False,ZMIZ2
ENSG00000122545,SEPTIN7,septin 7,False,SEPTIN7
ENSG00000122547,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1,False,EEPD1
ENSG00000122550,KLHL7,kelch like family member 7,False,KLHL7
ENSG00000122557,HERPUD2,HERPUD family member 2,False,HERPUD2
ENSG00000122565,CBX3,chromobox 3,False,CBX3
ENSG00000122566,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,False,HNRNPA2B1
ENSG00000122574,WIPF3,WAS/WASL interacting protein family member 3,False,WIPF3
ENSG00000122591,HYCC1,hyccin PI4KA lipid kinase complex subunit 1,False,HYCC1
ENSG00000122641,INHBA,inhibin subunit beta A,False,INHBA
ENSG00000122642,FKBP9,FKBP prolyl isomerase 9,False,FKBP9
ENSG00000122643,NT5C3A,"5'-nucleotidase, cytosolic IIIA",False,NT5C3A
ENSG00000122644,ARL4A,ARF like GTPase 4A,False,ARL4A
ENSG00000122674,CCZ1,CCZ1 vacuolar protein trafficking and biogenesis associated,False,CCZ1
ENSG00000122678,POLM,DNA polymerase mu,False,POLM
ENSG00000122691,TWIST1,twist family bHLH transcription factor 1,False,TWIST1
ENSG00000122692,SMU1,SMU1 DNA replication regulator and spliceosomal factor,False,SMU1
ENSG00000122694,GLIPR2,GLI pathogenesis related 2,False,GLIPR2
ENSG00000122696,SLC25A51,solute carrier family 25 member 51,False,SLC25A51
ENSG00000122705,CLTA,clathrin light chain A,False,CLTA
ENSG00000122707,RECK,reversion inducing cysteine rich protein with kazal motifs,False,RECK
ENSG00000122729,ACO1,aconitase 1,False,ACO1
ENSG00000122741,DCAF10,DDB1 and CUL4 associated factor 10,False,DCAF10
ENSG00000122778,KIAA1549,KIAA1549,False,KIAA1549
ENSG00000122779,TRIM24,tripartite motif containing 24,False,TRIM24
ENSG00000122783,CYREN,cell cycle regulator of NHEJ,False,CYREN
ENSG00000122786,CALD1,caldesmon 1,False,CALD1
ENSG00000122824,NUDT10,nudix hydrolase 10,False,NUDT10
ENSG00000122861,PLAU,"plasminogen activator, urokinase",False,PLAU
ENSG00000122862,SRGN,serglycin,False,SRGN
ENSG00000122863,CHST3,carbohydrate sulfotransferase 3,False,CHST3
ENSG00000122870,BICC1,BicC family RNA binding protein 1,False,BICC1
ENSG00000122873,CISD1,CDGSH iron sulfur domain 1,False,CISD1
ENSG00000122882,ECD,ecdysoneless cell cycle regulator,False,ECD
ENSG00000122884,P4HA1,prolyl 4-hydroxylase subunit alpha 1,False,P4HA1
ENSG00000122912,SLC25A16,solute carrier family 25 member 16,False,SLC25A16
ENSG00000122952,ZWINT,ZW10 interacting kinetochore protein,False,ZWINT
ENSG00000122958,VPS26A,VPS26 retromer complex component A,False,VPS26A
ENSG00000122965,RBM19,RNA binding motif protein 19,False,RBM19
ENSG00000122966,CIT,citron rho-interacting serine/threonine kinase,False,CIT
ENSG00000122970,IFT81,intraflagellar transport 81,False,IFT81
ENSG00000122971,ACADS,acyl-CoA dehydrogenase short chain,False,ACADS
ENSG00000122986,HVCN1,hydrogen voltage gated channel 1,False,HVCN1
ENSG00000123064,DDX54,DEAD-box helicase 54,False,DDX54
ENSG00000123066,MED13L,mediator complex subunit 13L,False,MED13L
ENSG00000123080,CDKN2C,cyclin dependent kinase inhibitor 2C,False,CDKN2C
ENSG00000123091,RNF11,ring finger protein 11,False,RNF11
ENSG00000123094,RASSF8,Ras association domain family member 8,False,RASSF8
ENSG00000123095,BHLHE41,basic helix-loop-helix family member e41,False,BHLHE41
ENSG00000123096,SSPN,sarcospan,False,SSPN
ENSG00000123104,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2",False,ITPR2
ENSG00000123106,CCDC91,coiled-coil domain containing 91,False,CCDC91
ENSG00000123119,NECAB1,N-terminal EF-hand calcium binding protein 1,False,NECAB1
ENSG00000123124,WWP1,WW domain containing E3 ubiquitin protein ligase 1,False,WWP1
ENSG00000123130,ACOT9,acyl-CoA thioesterase 9,False,ACOT9
ENSG00000123131,PRDX4,peroxiredoxin 4,False,PRDX4
ENSG00000123136,DDX39A,DExD-box helicase 39A,False,DDX39A
ENSG00000123143,PKN1,protein kinase N1,False,PKN1
ENSG00000123144,TRIR,telomerase RNA component interacting RNase,False,TRIR
ENSG00000123146,ADGRE5,adhesion G protein-coupled receptor E5,False,ADGRE5
ENSG00000123159,GIPC1,GIPC PDZ domain containing family member 1,False,GIPC1
ENSG00000123178,SPRYD7,SPRY domain containing 7,False,SPRYD7
ENSG00000123179,EBPL,EBP like,False,EBPL
ENSG00000123191,ATP7B,ATPase copper transporting beta,False,ATP7B
ENSG00000123200,ZC3H13,zinc finger CCCH-type containing 13,False,ZC3H13
ENSG00000123213,NLN,neurolysin,False,NLN
ENSG00000123219,CENPK,centromere protein K,False,CENPK
ENSG00000123240,OPTN,optineurin,False,OPTN
ENSG00000123268,ATF1,activating transcription factor 1,False,ATF1
ENSG00000123342,MMP19,matrix metallopeptidase 19,False,MMP19
ENSG00000123352,SPATS2,spermatogenesis associated serine rich 2,False,SPATS2
ENSG00000123353,ORMDL2,ORMDL sphingolipid biosynthesis regulator 2,False,ORMDL2
ENSG00000123358,NR4A1,nuclear receptor subfamily 4 group A member 1,False,NR4A1
ENSG00000123374,CDK2,cyclin dependent kinase 2,False,CDK2
ENSG00000123384,LRP1,LDL receptor related protein 1,False,LRP1
ENSG00000123411,IKZF4,IKAROS family zinc finger 4,False,IKZF4
ENSG00000123415,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,False,SMUG1
ENSG00000123416,TUBA1B,tubulin alpha 1b,False,TUBA1B
ENSG00000123427,EEF1AKMT3,EEF1A lysine methyltransferase 3,False,EEF1AKMT3
ENSG00000123453,SARDH,sarcosine dehydrogenase,False,SARDH
ENSG00000123472,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,False,ATPAF1
ENSG00000123473,STIL,STIL centriolar assembly protein,False,STIL
ENSG00000123485,HJURP,Holliday junction recognition protein,False,HJURP
ENSG00000123496,IL13RA2,interleukin 13 receptor subunit alpha 2,False,IL13RA2
ENSG00000123500,COL10A1,collagen type X alpha 1 chain,False,COL10A1
ENSG00000123505,AMD1,adenosylmethionine decarboxylase 1,False,AMD1
ENSG00000123545,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,False,NDUFAF4
ENSG00000123552,USP45,ubiquitin specific peptidase 45,False,USP45
ENSG00000123562,MORF4L2,mortality factor 4 like 2,False,MORF4L2
ENSG00000123570,RAB9B,"RAB9B, member RAS oncogene family",False,RAB9B
ENSG00000123572,NRK,Nik related kinase,False,NRK
ENSG00000123575,FAM199X,"family with sequence similarity 199, X-linked",False,FAM199X
ENSG00000123595,RAB9A,"RAB9A, member RAS oncogene family",False,RAB9A
ENSG00000123600,METTL8,"methyltransferase 8, tRNA N3-cytidine",False,METTL8
ENSG00000123607,TTC21B,tetratricopeptide repeat domain 21B,False,TTC21B
ENSG00000123609,NMI,N-myc and STAT interactor,False,NMI
ENSG00000123610,TNFAIP6,TNF alpha induced protein 6,False,TNFAIP6
ENSG00000123612,ACVR1C,activin A receptor type 1C,False,ACVR1C
