gene_id,gene_symbol,gene_label,gene_name,dynamic_module,module,module_label
ENSG00000060069,CTDP1,CTDP1,CTD phosphatase subunit 1,darkgrey,darkgrey,1
ENSG00000060138,YBX3,YBX3,Y-box binding protein 3,darkgrey,darkgrey,1
ENSG00000060140,STYK1,STYK1,serine/threonine/tyrosine kinase 1,dimgrey,dimgrey,4
ENSG00000060237,WNK1,WNK1,WNK lysine deficient protein kinase 1,darkgrey,darkgrey,1
ENSG00000060339,CCAR1,CCAR1,cell division cycle and apoptosis regulator 1,lightgrey,lightgrey,8
ENSG00000060491,OGFR,OGFR,opioid growth factor receptor,darkgrey,darkgrey,1
ENSG00000060642,PIGV,PIGV,phosphatidylinositol glycan anchor biosynthesis class V,dimgrey,dimgrey,4
ENSG00000060656,PTPRU,PTPRU,protein tyrosine phosphatase receptor type U,darkgrey,darkgrey,1
ENSG00000060688,SNRNP40,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,darkgrey,darkgrey,1
ENSG00000060718,COL11A1,COL11A1,collagen type XI alpha 1 chain,darkgrey,darkgrey,1
ENSG00000060749,QSER1,QSER1,glutamine and serine rich 1,dimgrey,dimgrey,4
ENSG00000060762,MPC1,MPC1,mitochondrial pyruvate carrier 1,dimgrey,dimgrey,4
ENSG00000060971,ACAA1,ACAA1,acetyl-CoA acyltransferase 1,dimgrey,dimgrey,4
ENSG00000060982,BCAT1,BCAT1,branched chain amino acid transaminase 1,dimgrey,dimgrey,4
ENSG00000061273,HDAC7,HDAC7,histone deacetylase 7,dimgrey,dimgrey,4
ENSG00000061337,LZTS1,LZTS1,leucine zipper tumor suppressor 1,darkgrey,darkgrey,1
ENSG00000061455,PRDM6,PRDM6,PR/SET domain 6,dimgrey,dimgrey,4
ENSG00000061656,SPAG4,SPAG4,sperm associated antigen 4,dimgrey,dimgrey,4
ENSG00000061676,NCKAP1,NCKAP1,NCK associated protein 1,dimgrey,dimgrey,4
ENSG00000061794,MRPS35,MRPS35,mitochondrial ribosomal protein S35,dimgrey,dimgrey,4
ENSG00000061918,GUCY1B1,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,dimgrey,dimgrey,4
ENSG00000061936,SFSWAP,SFSWAP,splicing factor SWAP,darkgrey,darkgrey,1
ENSG00000061938,TNK2,TNK2,tyrosine kinase non receptor 2,dimgrey,dimgrey,4
ENSG00000061987,MON2,MON2,MON2 regulator of endosome-to-Golgi trafficking,maroon,maroon,9
ENSG00000062194,GPBP1,GPBP1,GC-rich promoter binding protein 1,darkgrey,darkgrey,1
ENSG00000062282,DGAT2,DGAT2,diacylglycerol O-acyltransferase 2,dimgrey,dimgrey,4
ENSG00000062370,ZNF112,ZNF112,zinc finger protein 112,lightgrey,lightgrey,8
ENSG00000062485,CS,CS,citrate synthase,dimgrey,dimgrey,4
ENSG00000062524,LTK,LTK,leukocyte receptor tyrosine kinase,darkgrey,darkgrey,1
ENSG00000062582,MRPS24,MRPS24,mitochondrial ribosomal protein S24,maroon,maroon,9
ENSG00000062598,ELMO2,ELMO2,engulfment and cell motility 2,darkgrey,darkgrey,1
ENSG00000062650,WAPL,WAPL,WAPL cohesin release factor,whitesmoke,whitesmoke,13
ENSG00000062716,VMP1,VMP1,vacuole membrane protein 1,lightcoral,lightcoral,7
ENSG00000062725,APPBP2,APPBP2,amyloid beta precursor protein binding protein 2,darkgrey,darkgrey,1
ENSG00000062822,POLD1,POLD1,"DNA polymerase delta 1, catalytic subunit",darkgrey,darkgrey,1
ENSG00000063046,EIF4B,EIF4B,eukaryotic translation initiation factor 4B,dimgrey,dimgrey,4
ENSG00000063127,SLC6A16,SLC6A16,solute carrier family 6 member 16,dimgrey,dimgrey,4
ENSG00000063169,BICRA,BICRA,BRD4 interacting chromatin remodeling complex associated protein,dimgrey,dimgrey,4
ENSG00000063176,SPHK2,SPHK2,sphingosine kinase 2,dimgrey,dimgrey,4
ENSG00000063177,RPL18,RPL18,ribosomal protein L18,darkgrey,darkgrey,1
ENSG00000063180,CA11,CA11,carbonic anhydrase 11 (inactive),darkgrey,darkgrey,1
ENSG00000063241,ISOC2,ISOC2,isochorismatase domain containing 2,darkgrey,darkgrey,1
ENSG00000063244,U2AF2,U2AF2,U2 small nuclear RNA auxiliary factor 2,dimgrey,dimgrey,4
ENSG00000063245,EPN1,EPN1,epsin 1,dimgrey,dimgrey,4
ENSG00000063322,MED29,MED29,mediator complex subunit 29,dimgrey,dimgrey,4
ENSG00000063438,AHRR,AHRR,aryl hydrocarbon receptor repressor,indianred,indianred,6
ENSG00000063587,ZNF275,ZNF275,zinc finger protein 275,dimgrey,dimgrey,4
ENSG00000063601,MTMR1,MTMR1,myotubularin related protein 1,darkgrey,darkgrey,1
ENSG00000063660,GPC1,GPC1,glypican 1,darkgrey,darkgrey,1
ENSG00000063761,ADCK1,ADCK1,aarF domain containing kinase 1,darkgrey,darkgrey,1
ENSG00000063854,HAGH,HAGH,hydroxyacylglutathione hydrolase,darkgrey,darkgrey,1
ENSG00000063978,RNF4,RNF4,ring finger protein 4,dimgrey,dimgrey,4
ENSG00000064012,CASP8,CASP8,caspase 8,dimgrey,dimgrey,4
ENSG00000064042,LIMCH1,LIMCH1,LIM and calponin homology domains 1,darkgrey,darkgrey,1
ENSG00000064102,INTS13,INTS13,integrator complex subunit 13,dimgrey,dimgrey,4
ENSG00000064115,TM7SF3,TM7SF3,transmembrane 7 superfamily member 3,whitesmoke,whitesmoke,13
ENSG00000064195,DLX3,DLX3,distal-less homeobox 3,darkgrey,darkgrey,1
ENSG00000064199,SPA17,SPA17,sperm autoantigenic protein 17,brown,brown,0
ENSG00000064205,CCN5,CCN5,cellular communication network factor 5,darkgrey,darkgrey,1
ENSG00000064225,ST3GAL6,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",darkgrey,darkgrey,1
ENSG00000064270,ATP2C2,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,darkgrey,darkgrey,1
ENSG00000064309,CDON,CDON,"cell adhesion associated, oncogene regulated",lightgrey,lightgrey,8
ENSG00000064313,TAF2,TAF2,TATA-box binding protein associated factor 2,darkred,darkred,2
ENSG00000064393,HIPK2,HIPK2,homeodomain interacting protein kinase 2,darkgrey,darkgrey,1
ENSG00000064419,TNPO3,TNPO3,transportin 3,darkgrey,darkgrey,1
ENSG00000064490,RFXANK,RFXANK,regulatory factor X associated ankyrin containing protein,dimgrey,dimgrey,4
ENSG00000064545,TMEM161A,TMEM161A,transmembrane protein 161A,darkgrey,darkgrey,1
ENSG00000064547,LPAR2,LPAR2,lysophosphatidic acid receptor 2,lightgrey,lightgrey,8
ENSG00000064601,CTSA,CTSA,cathepsin A,dimgrey,dimgrey,4
ENSG00000064607,SUGP2,SUGP2,SURP and G-patch domain containing 2,darkgrey,darkgrey,1
ENSG00000064651,SLC12A2,SLC12A2,solute carrier family 12 member 2,dimgrey,dimgrey,4
ENSG00000064652,SNX24,SNX24,sorting nexin 24,dimgrey,dimgrey,4
ENSG00000064655,EYA2,EYA2,EYA transcriptional coactivator and phosphatase 2,darkgrey,darkgrey,1
ENSG00000064666,CNN2,CNN2,calponin 2,darkgrey,darkgrey,1
ENSG00000064687,ABCA7,ABCA7,ATP binding cassette subfamily A member 7,darkgrey,darkgrey,1
ENSG00000064692,SNCAIP,SNCAIP,synuclein alpha interacting protein,dimgrey,dimgrey,4
ENSG00000064703,DDX20,DDX20,DEAD-box helicase 20,indianred,indianred,6
ENSG00000064726,BTBD1,BTBD1,BTB domain containing 1,indianred,indianred,6
ENSG00000064763,FAR2,FAR2,fatty acyl-CoA reductase 2,indianred,indianred,6
ENSG00000064932,SBNO2,SBNO2,strawberry notch homolog 2,indianred,indianred,6
ENSG00000064933,PMS1,PMS1,"PMS1 homolog 1, mismatch repair system component",snow,snow,12
ENSG00000064961,HMG20B,HMG20B,high mobility group 20B,darkgrey,darkgrey,1
ENSG00000064989,CALCRL,CALCRL,calcitonin receptor like receptor,dimgrey,dimgrey,4
ENSG00000064995,TAF11,TAF11,TATA-box binding protein associated factor 11,whitesmoke,whitesmoke,13
ENSG00000064999,ANKS1A,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,brown,brown,0
ENSG00000065000,AP3D1,AP3D1,adaptor related protein complex 3 subunit delta 1,brown,brown,0
ENSG00000065029,ZNF76,ZNF76,zinc finger protein 76,darkgrey,darkgrey,1
ENSG00000065054,NHERF2,NHERF2,NHERF family PDZ scaffold protein 2,dimgrey,dimgrey,4
ENSG00000065057,NTHL1,NTHL1,nth like DNA glycosylase 1,indianred,indianred,6
ENSG00000065060,BLTP3A,BLTP3A,bridge-like lipid transfer protein family member 3A,maroon,maroon,9
ENSG00000065135,GNAI3,GNAI3,G protein subunit alpha i3,dimgrey,dimgrey,4
ENSG00000065150,IPO5,IPO5,importin 5,lightgrey,lightgrey,8
ENSG00000065154,OAT,OAT,ornithine aminotransferase,dimgrey,dimgrey,4
ENSG00000065183,WDR3,WDR3,WD repeat domain 3,darkgrey,darkgrey,1
ENSG00000065243,PKN2,PKN2,protein kinase N2,whitesmoke,whitesmoke,13
ENSG00000065268,WDR18,WDR18,WD repeat domain 18,darkgrey,darkgrey,1
ENSG00000065308,TRAM2,TRAM2,translocation associated membrane protein 2,darkgrey,darkgrey,1
ENSG00000065320,NTN1,NTN1,netrin 1,dimgrey,dimgrey,4
ENSG00000065328,MCM10,MCM10,minichromosome maintenance 10 replication initiation factor,dimgrey,dimgrey,4
ENSG00000065357,DGKA,DGKA,diacylglycerol kinase alpha,mistyrose,mistyrose,10
ENSG00000065361,ERBB3,ERBB3,erb-b2 receptor tyrosine kinase 3,dimgrey,dimgrey,4
ENSG00000065413,ANKRD44,ANKRD44,ankyrin repeat domain 44,brown,brown,0
ENSG00000065427,KARS1,KARS1,lysyl-tRNA synthetase 1,dimgrey,dimgrey,4
ENSG00000065457,ADAT1,ADAT1,adenosine deaminase tRNA specific 1,brown,brown,0
ENSG00000065485,PDIA5,PDIA5,protein disulfide isomerase family A member 5,dimgrey,dimgrey,4
ENSG00000065491,TBC1D22B,TBC1D22B,TBC1 domain family member 22B,darkgrey,darkgrey,1
ENSG00000065518,NDUFB4,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,dimgrey,dimgrey,4
ENSG00000065526,SPEN,SPEN,spen family transcriptional repressor,dimgrey,dimgrey,4
ENSG00000065534,MYLK,MYLK,myosin light chain kinase,whitesmoke,whitesmoke,13
ENSG00000065548,ZC3H15,ZC3H15,zinc finger CCCH-type containing 15,dimgrey,dimgrey,4
ENSG00000065559,MAP2K4,MAP2K4,mitogen-activated protein kinase kinase 4,brown,brown,0
ENSG00000065600,PACC1,PACC1,proton activated chloride channel 1,darkgrey,darkgrey,1
ENSG00000065613,SLK,SLK,STE20 like kinase,snow,snow,12
ENSG00000065615,CYB5R4,CYB5R4,cytochrome b5 reductase 4,maroon,maroon,9
ENSG00000065618,COL17A1,COL17A1,collagen type XVII alpha 1 chain,darkgrey,darkgrey,1
ENSG00000065621,GSTO2,GSTO2,glutathione S-transferase omega 2,darkgrey,darkgrey,1
ENSG00000065665,SEC61A2,SEC61A2,SEC61 translocon subunit alpha 2,dimgrey,dimgrey,4
ENSG00000065717,TLE2,TLE2,"TLE family member 2, transcriptional corepressor",snow,snow,12
ENSG00000065802,ASB1,ASB1,ankyrin repeat and SOCS box containing 1,darkgrey,darkgrey,1
ENSG00000065809,FAM107B,FAM107B,family with sequence similarity 107 member B,darkgrey,darkgrey,1
ENSG00000065833,ME1,ME1,malic enzyme 1,dimgrey,dimgrey,4
ENSG00000065882,TBC1D1,TBC1D1,TBC1 domain family member 1,darkgrey,darkgrey,1
ENSG00000065883,CDK13,CDK13,cyclin dependent kinase 13,dimgrey,dimgrey,4
ENSG00000065911,MTHFD2,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",darkgrey,darkgrey,1
ENSG00000065923,SLC9A7,SLC9A7,solute carrier family 9 member A7,darkgrey,darkgrey,1
ENSG00000065970,FOXJ2,FOXJ2,forkhead box J2,darkgrey,darkgrey,1
ENSG00000065978,YBX1,YBX1,Y-box binding protein 1,dimgrey,dimgrey,4
ENSG00000065989,PDE4A,PDE4A,phosphodiesterase 4A,darkgrey,darkgrey,1
ENSG00000066027,PPP2R5A,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha,dimgrey,dimgrey,4
ENSG00000066044,ELAVL1,ELAVL1,ELAV like RNA binding protein 1,red,red,11
ENSG00000066056,TIE1,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,whitesmoke,whitesmoke,13
ENSG00000066084,DIP2B,DIP2B,DIP2 acetate--CoA ligase B (putative),darkgrey,darkgrey,1
ENSG00000066117,SMARCD1,SMARCD1,SWI/SNF related BAF chromatin remodeling complex subunit D1,dimgrey,dimgrey,4
ENSG00000066135,KDM4A,KDM4A,lysine demethylase 4A,darkgrey,darkgrey,1
ENSG00000066136,NFYC,NFYC,nuclear transcription factor Y subunit gamma,dimgrey,dimgrey,4
ENSG00000066279,ASPM,ASPM,assembly factor for spindle microtubules,lightcoral,lightcoral,7
ENSG00000066322,ELOVL1,ELOVL1,ELOVL fatty acid elongase 1,dimgrey,dimgrey,4
ENSG00000066379,POLR1H,POLR1H,RNA polymerase I subunit H,lightgrey,lightgrey,8
ENSG00000066405,CLDN18,CLDN18,claudin 18,dimgrey,dimgrey,4
ENSG00000066422,ZBTB11,ZBTB11,zinc finger and BTB domain containing 11,dimgrey,dimgrey,4
ENSG00000066427,ATXN3,ATXN3,ataxin 3,darkgrey,darkgrey,1
ENSG00000066455,GOLGA5,GOLGA5,golgin A5,whitesmoke,whitesmoke,13
ENSG00000066557,LRRC40,LRRC40,leucine rich repeat containing 40,darkgrey,darkgrey,1
ENSG00000066583,ISOC1,ISOC1,isochorismatase domain containing 1,darkgrey,darkgrey,1
ENSG00000066629,EML1,EML1,EMAP like 1,dimgrey,dimgrey,4
ENSG00000066651,TRMT11,TRMT11,tRNA methyltransferase 11,lightgrey,lightgrey,8
ENSG00000066654,THUMPD1,THUMPD1,THUMP domain 1 NAT10 acetyltransferase adaptor,darkgrey,darkgrey,1
ENSG00000066697,MSANTD3,MSANTD3,Myb/SANT DNA binding domain containing 3,dimgrey,dimgrey,4
ENSG00000066735,KIF26A,KIF26A,kinesin family member 26A,darkgrey,darkgrey,1
ENSG00000066739,ATG2B,ATG2B,autophagy related 2B,whitesmoke,whitesmoke,13
ENSG00000066777,ARFGEF1,ARFGEF1,ARF guanine nucleotide exchange factor 1,dimgrey,dimgrey,4
ENSG00000066827,ZFAT,ZFAT,zinc finger and AT-hook domain containing,snow,snow,12
ENSG00000066855,MTFR1,MTFR1,mitochondrial fission regulator 1,dimgrey,dimgrey,4
ENSG00000066923,STAG3,STAG3,STAG3 cohesin complex component,darkgrey,darkgrey,1
ENSG00000066926,FECH,FECH,ferrochelatase,indianred,indianred,6
ENSG00000066933,MYO9A,MYO9A,myosin IXA,indianred,indianred,6
ENSG00000067057,PFKP,PFKP,"phosphofructokinase, platelet",darkgrey,darkgrey,1
ENSG00000067064,IDI1,IDI1,isopentenyl-diphosphate delta isomerase 1,dimgrey,dimgrey,4
ENSG00000067066,SP100,SP100,SP100 nuclear body protein,lightgrey,lightgrey,8
ENSG00000067082,KLF6,KLF6,KLF transcription factor 6,brown,brown,0
ENSG00000067113,PLPP1,PLPP1,phospholipid phosphatase 1,snow,snow,12
ENSG00000067141,NEO1,NEO1,neogenin 1,dimgrey,dimgrey,4
ENSG00000067167,TRAM1,TRAM1,translocation associated membrane protein 1,dimgrey,dimgrey,4
ENSG00000067177,PHKA1,PHKA1,phosphorylase kinase regulatory subunit alpha 1,dimgrey,dimgrey,4
ENSG00000067182,TNFRSF1A,TNFRSF1A,TNF receptor superfamily member 1A,red,red,11
ENSG00000067191,CACNB1,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,dimgrey,dimgrey,4
ENSG00000067208,EVI5,EVI5,ecotropic viral integration site 5,darkgrey,darkgrey,1
ENSG00000067221,STOML1,STOML1,stomatin like 1,dimgrey,dimgrey,4
ENSG00000067225,PKM,PKM,pyruvate kinase M1/2,dimgrey,dimgrey,4
ENSG00000067248,DHX29,DHX29,DExH-box helicase 29,lightgrey,lightgrey,8
ENSG00000067334,DNTTIP2,DNTTIP2,deoxynucleotidyltransferase terminal interacting protein 2,lightgrey,lightgrey,8
ENSG00000067365,METTL22,METTL22,"methyltransferase 22, Kin17 lysine",dimgrey,dimgrey,4
ENSG00000067369,TP53BP1,TP53BP1,tumor protein p53 binding protein 1,darkgrey,darkgrey,1
ENSG00000067445,TRO,TRO,trophinin,darkgrey,darkgrey,1
ENSG00000067533,RRP15,RRP15,ribosomal RNA processing 15 homolog,darkgrey,darkgrey,1
ENSG00000067560,RHOA,RHOA,ras homolog family member A,dimgrey,dimgrey,4
ENSG00000067596,DHX8,DHX8,DEAH-box helicase 8,darkgrey,darkgrey,1
ENSG00000067704,IARS2,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial",dimgrey,dimgrey,4
ENSG00000067715,SYT1,SYT1,synaptotagmin 1,darkgrey,darkgrey,1
ENSG00000067798,NAV3,NAV3,neuron navigator 3,dimgrey,dimgrey,4
ENSG00000067829,IDH3G,IDH3G,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,dimgrey,dimgrey,4
ENSG00000067836,ROGDI,ROGDI,rogdi atypical leucine zipper,darkgrey,darkgrey,1
ENSG00000067900,ROCK1,ROCK1,Rho associated coiled-coil containing protein kinase 1,lightgrey,lightgrey,8
ENSG00000067955,CBFB,CBFB,core-binding factor subunit beta,dimgrey,dimgrey,4
ENSG00000067992,PDK3,PDK3,pyruvate dehydrogenase kinase 3,indianred,indianred,6
ENSG00000068001,HYAL2,HYAL2,hyaluronidase 2,dimgrey,dimgrey,4
ENSG00000068024,HDAC4,HDAC4,histone deacetylase 4,darkgrey,darkgrey,1
ENSG00000068028,RASSF1,RASSF1,Ras association domain family member 1,darkgrey,darkgrey,1
ENSG00000068078,FGFR3,FGFR3,fibroblast growth factor receptor 3,dimgrey,dimgrey,4
ENSG00000068079,IFI35,IFI35,interferon induced protein 35,dimgrey,dimgrey,4
ENSG00000068097,HEATR6,HEATR6,HEAT repeat containing 6,darkgrey,darkgrey,1
ENSG00000068120,COASY,COASY,Coenzyme A synthase,dimgrey,dimgrey,4
ENSG00000068137,PLEKHH3,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3",dimgrey,dimgrey,4
ENSG00000068305,MEF2A,MEF2A,myocyte enhancer factor 2A,darkred,darkred,2
ENSG00000068308,OTUD5,OTUD5,OTU deubiquitinase 5,dimgrey,dimgrey,4
ENSG00000068354,TBC1D25,TBC1D25,TBC1 domain family member 25,darkgrey,darkgrey,1
ENSG00000068366,ACSL4,ACSL4,acyl-CoA synthetase long chain family member 4,dimgrey,dimgrey,4
ENSG00000068383,INPP5A,INPP5A,inositol polyphosphate-5-phosphatase A,dimgrey,dimgrey,4
ENSG00000068394,GPKOW,GPKOW,G-patch domain and KOW motifs,dimgrey,dimgrey,4
ENSG00000068400,GRIPAP1,GRIPAP1,GRIP1 associated protein 1,darkgrey,darkgrey,1
ENSG00000068438,FTSJ1,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1,whitesmoke,whitesmoke,13
ENSG00000068489,PRR11,PRR11,proline rich 11,darkgrey,darkgrey,1
ENSG00000068650,ATP11A,ATP11A,ATPase phospholipid transporting 11A,dimgrey,dimgrey,4
ENSG00000068654,POLR1A,POLR1A,RNA polymerase I subunit A,indianred,indianred,6
ENSG00000068697,LAPTM4A,LAPTM4A,lysosomal protein transmembrane 4 alpha,darkgrey,darkgrey,1
ENSG00000068724,TTC7A,TTC7A,tetratricopeptide repeat domain 7A,darkgrey,darkgrey,1
ENSG00000068745,IP6K2,IP6K2,inositol hexakisphosphate kinase 2,darkgrey,darkgrey,1
ENSG00000068784,SRBD1,SRBD1,S1 RNA binding domain 1,darkgrey,darkgrey,1
ENSG00000068796,KIF2A,KIF2A,kinesin family member 2A,dimgrey,dimgrey,4
ENSG00000068831,RASGRP2,RASGRP2,RAS guanyl releasing protein 2,darkgrey,darkgrey,1
ENSG00000068878,PSME4,PSME4,proteasome activator subunit 4,darkgrey,darkgrey,1
ENSG00000068885,IFT80,IFT80,intraflagellar transport 80,lightcoral,lightcoral,7
ENSG00000068903,SIRT2,SIRT2,sirtuin 2,darkgrey,darkgrey,1
ENSG00000068912,ERLEC1,ERLEC1,endoplasmic reticulum lectin 1,lightcoral,lightcoral,7
ENSG00000068971,PPP2R5B,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta,darkgrey,darkgrey,1
ENSG00000069011,PITX1,PITX1,paired like homeodomain 1,darkgrey,darkgrey,1
ENSG00000069020,MAST4,MAST4,microtubule associated serine/threonine kinase family member 4,darkgrey,darkgrey,1
ENSG00000069122,ADGRF5,ADGRF5,adhesion G protein-coupled receptor F5,darkgrey,darkgrey,1
ENSG00000069188,SDK2,SDK2,sidekick cell adhesion molecule 2,maroon,maroon,9
ENSG00000069248,NUP133,NUP133,nucleoporin 133,dimgrey,dimgrey,4
ENSG00000069275,NUCKS1,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,dimgrey,dimgrey,4
ENSG00000069329,VPS35,VPS35,VPS35 retromer complex component,lightcoral,lightcoral,7
ENSG00000069345,DNAJA2,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,indianred,indianred,6
ENSG00000069399,BCL3,BCL3,BCL3 transcription coactivator,dimgrey,dimgrey,4
ENSG00000069424,KCNAB2,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,dimgrey,dimgrey,4
ENSG00000069431,ABCC9,ABCC9,ATP binding cassette subfamily C member 9,dimgrey,dimgrey,4
ENSG00000069482,GAL,GAL,galanin and GMAP prepropeptide,dimgrey,dimgrey,4
ENSG00000069493,CLEC2D,CLEC2D,C-type lectin domain family 2 member D,lightgrey,lightgrey,8
ENSG00000069509,FUNDC1,FUNDC1,FUN14 domain containing 1,indianred,indianred,6
ENSG00000069535,MAOB,MAOB,monoamine oxidase B,maroon,maroon,9
ENSG00000069667,RORA,RORA,RAR related orphan receptor A,whitesmoke,whitesmoke,13
ENSG00000069702,TGFBR3,TGFBR3,transforming growth factor beta receptor 3,dimgrey,dimgrey,4
ENSG00000069849,ATP1B3,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,lightgrey,lightgrey,8
ENSG00000069869,NEDD4,NEDD4,NEDD4 E3 ubiquitin protein ligase,indianred,indianred,6
ENSG00000069943,PIGB,PIGB,phosphatidylinositol glycan anchor biosynthesis class B,whitesmoke,whitesmoke,13
ENSG00000069956,MAPK6,MAPK6,mitogen-activated protein kinase 6,dimgrey,dimgrey,4
ENSG00000069966,GNB5,GNB5,G protein subunit beta 5,darkgrey,darkgrey,1
ENSG00000069974,RAB27A,RAB27A,"RAB27A, member RAS oncogene family",dimgrey,dimgrey,4
ENSG00000069998,HDHD5,HDHD5,haloacid dehalogenase like hydrolase domain containing 5,darkgrey,darkgrey,1
ENSG00000070010,UFD1,UFD1,ubiquitin recognition factor in ER associated degradation 1,dimgrey,dimgrey,4
ENSG00000070047,PHRF1,PHRF1,PHD and ring finger domains 1,dimgrey,dimgrey,4
ENSG00000070061,ELP1,ELP1,elongator acetyltransferase complex subunit 1,dimgrey,dimgrey,4
ENSG00000070081,NUCB2,NUCB2,nucleobindin 2,lightgrey,lightgrey,8
ENSG00000070087,PFN2,PFN2,profilin 2,dimgrey,dimgrey,4
ENSG00000070159,PTPN3,PTPN3,protein tyrosine phosphatase non-receptor type 3,darkgrey,darkgrey,1
ENSG00000070214,SLC44A1,SLC44A1,solute carrier family 44 member 1,dimgrey,dimgrey,4
ENSG00000070269,TMEM260,TMEM260,transmembrane protein 260,darkgrey,darkgrey,1
ENSG00000070366,SMG6,SMG6,SMG6 nonsense mediated mRNA decay factor,darkgrey,darkgrey,1
ENSG00000070367,EXOC5,EXOC5,exocyst complex component 5,dimgrey,dimgrey,4
ENSG00000070371,CLTCL1,CLTCL1,clathrin heavy chain like 1,dimgrey,dimgrey,4
ENSG00000070388,FGF22,FGF22,fibroblast growth factor 22,dimgrey,dimgrey,4
ENSG00000070404,FSTL3,FSTL3,follistatin like 3,indianred,indianred,6
ENSG00000070413,DGCR2,DGCR2,DiGeorge syndrome critical region gene 2,darkgrey,darkgrey,1
ENSG00000070423,RNF126,RNF126,ring finger protein 126,darkgrey,darkgrey,1
ENSG00000070444,MNT,MNT,MAX network transcriptional repressor,darkgrey,darkgrey,1
ENSG00000070476,ZXDC,ZXDC,ZXD family zinc finger C,darkgrey,darkgrey,1
ENSG00000070495,JMJD6,JMJD6,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",dimgrey,dimgrey,4
ENSG00000070501,POLB,POLB,DNA polymerase beta,indianred,indianred,6
ENSG00000070540,WIPI1,WIPI1,"WD repeat domain, phosphoinositide interacting 1",darkgrey,darkgrey,1
ENSG00000070610,GBA2,GBA2,glucosylceramidase beta 2,dimgrey,dimgrey,4
ENSG00000070614,NDST1,NDST1,N-deacetylase and N-sulfotransferase 1,darkgrey,darkgrey,1
ENSG00000070669,ASNS,ASNS,asparagine synthetase (glutamine-hydrolyzing),dimgrey,dimgrey,4
ENSG00000070718,AP3M2,AP3M2,adaptor related protein complex 3 subunit mu 2,darkgrey,darkgrey,1
ENSG00000070756,PABPC1,PABPC1,poly(A) binding protein cytoplasmic 1,darkgrey,darkgrey,1
ENSG00000070759,TESK2,TESK2,testis associated actin remodelling kinase 2,darksalmon,darksalmon,3
ENSG00000070761,CFAP20,CFAP20,cilia and flagella associated protein 20,dimgrey,dimgrey,4
ENSG00000070770,CSNK2A2,CSNK2A2,casein kinase 2 alpha 2,darkgrey,darkgrey,1
ENSG00000070778,PTPN21,PTPN21,protein tyrosine phosphatase non-receptor type 21,dimgrey,dimgrey,4
ENSG00000070785,EIF2B3,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,dimgrey,dimgrey,4
ENSG00000070808,CAMK2A,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,dimgrey,dimgrey,4
ENSG00000070814,TCOF1,TCOF1,treacle ribosome biogenesis factor 1,lightgrey,lightgrey,8
ENSG00000070831,CDC42,CDC42,cell division cycle 42,darkgrey,darkgrey,1
ENSG00000070882,OSBPL3,OSBPL3,oxysterol binding protein like 3,darkgrey,darkgrey,1
ENSG00000070950,RAD18,RAD18,RAD18 E3 ubiquitin protein ligase,dimgrey,dimgrey,4
ENSG00000070961,ATP2B1,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,darkgrey,darkgrey,1
ENSG00000071051,NCK2,NCK2,NCK adaptor protein 2,dimgrey,dimgrey,4
ENSG00000071054,MAP4K4,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,darkgrey,darkgrey,1
ENSG00000071082,RPL31,RPL31,ribosomal protein L31,dimgrey,dimgrey,4
ENSG00000071127,WDR1,WDR1,WD repeat domain 1,dimgrey,dimgrey,4
ENSG00000071189,SNX13,SNX13,sorting nexin 13,dimgrey,dimgrey,4
ENSG00000071205,ARHGAP10,ARHGAP10,Rho GTPase activating protein 10,dimgrey,dimgrey,4
ENSG00000071242,RPS6KA2,RPS6KA2,ribosomal protein S6 kinase A2,darkgrey,darkgrey,1
ENSG00000071243,ING3,ING3,inhibitor of growth family member 3,whitesmoke,whitesmoke,13
ENSG00000071246,VASH1,VASH1,vasohibin 1,darkgrey,darkgrey,1
ENSG00000071282,LMCD1,LMCD1,LIM and cysteine rich domains 1,red,red,11
