gene_id,gene_symbol,gene_label,gene_name,dynamic_module,module,module_label
ENSG00000171700,RGS19,RGS19,regulator of G protein signaling 19,brown,brown,0
ENSG00000171703,TCEA2,TCEA2,transcription elongation factor A2,darkgrey,darkgrey,1
ENSG00000171720,HDAC3,HDAC3,histone deacetylase 3,darkgrey,darkgrey,1
ENSG00000171723,GPHN,GPHN,gephyrin,firebrick,firebrick,5
ENSG00000171724,VAT1L,VAT1L,vesicle amine transport 1 like,dimgrey,dimgrey,4
ENSG00000171729,TMEM51,TMEM51,transmembrane protein 51,darksalmon,darksalmon,3
ENSG00000171735,CAMTA1,CAMTA1,calmodulin binding transcription activator 1,dimgrey,dimgrey,4
ENSG00000171757,LRRC34,LRRC34,leucine rich repeat containing 34,lightgrey,lightgrey,8
ENSG00000171763,AFG2B,AFG2B,AAA ATPase AFG2B,maroon,maroon,9
ENSG00000171786,NHLH1,NHLH1,nescient helix-loop-helix 1,lightgrey,lightgrey,8
ENSG00000171791,BCL2,BCL2,BCL2 apoptosis regulator,lightgrey,lightgrey,8
ENSG00000171792,RHNO1,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1,dimgrey,dimgrey,4
ENSG00000171793,CTPS1,CTPS1,CTP synthase 1,dimgrey,dimgrey,4
ENSG00000171798,KNDC1,KNDC1,kinase non-catalytic C-lobe domain containing 1,dimgrey,dimgrey,4
ENSG00000171806,METTL18,METTL18,"methyltransferase 18, RPL3 N3(tau)-histidine",dimgrey,dimgrey,4
ENSG00000171811,CFAP46,CFAP46,cilia and flagella associated protein 46,dimgrey,dimgrey,4
ENSG00000171812,COL8A2,COL8A2,collagen type VIII alpha 2 chain,lightgrey,lightgrey,8
ENSG00000171813,PWWP2B,PWWP2B,PWWP domain containing 2B,darkgrey,darkgrey,1
ENSG00000171817,ZNF540,ZNF540,zinc finger protein 540,dimgrey,dimgrey,4
ENSG00000171823,FBXL14,FBXL14,F-box and leucine rich repeat protein 14,dimgrey,dimgrey,4
ENSG00000171824,EXOSC10,EXOSC10,exosome component 10,dimgrey,dimgrey,4
ENSG00000171827,ZNF570,ZNF570,zinc finger protein 570,darkgrey,darkgrey,1
ENSG00000171840,NINJ2,NINJ2,ninjurin 2,dimgrey,dimgrey,4
ENSG00000171843,MLLT3,MLLT3,MLLT3 super elongation complex subunit,darkgrey,darkgrey,1
ENSG00000171848,RRM2,RRM2,ribonucleotide reductase regulatory subunit M2,dimgrey,dimgrey,4
ENSG00000171853,TRAPPC12,TRAPPC12,trafficking protein particle complex subunit 12,dimgrey,dimgrey,4
ENSG00000171858,RPS21,RPS21,ribosomal protein S21,dimgrey,dimgrey,4
ENSG00000171861,MRM3,MRM3,mitochondrial rRNA methyltransferase 3,dimgrey,dimgrey,4
ENSG00000171862,PTEN,PTEN,phosphatase and tensin homolog,dimgrey,dimgrey,4
ENSG00000171863,RPS7,RPS7,ribosomal protein S7,dimgrey,dimgrey,4
ENSG00000171865,RNASEH1,RNASEH1,ribonuclease H1,darkgrey,darkgrey,1
ENSG00000171867,PRNP,PRNP,prion protein (Kanno blood group),dimgrey,dimgrey,4
ENSG00000171872,KLF17,KLF17,KLF transcription factor 17,darkgrey,darkgrey,1
ENSG00000171873,ADRA1D,ADRA1D,adrenoceptor alpha 1D,brown,brown,0
ENSG00000171877,FRMD5,FRMD5,FERM domain containing 5,red,red,11
ENSG00000171914,TLN2,TLN2,talin 2,lightgrey,lightgrey,8
ENSG00000171928,TVP23B,TVP23B,trans-golgi network vesicle protein 23 homolog B,dimgrey,dimgrey,4
ENSG00000171940,ZNF217,ZNF217,zinc finger protein 217,dimgrey,dimgrey,4
ENSG00000171943,SRGAP2C,SRGAP2C,SLIT-ROBO Rho GTPase activating protein 2C,darkgrey,darkgrey,1
ENSG00000171951,SCG2,SCG2,secretogranin II,maroon,maroon,9
ENSG00000171953,ATPAF2,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,darkgrey,darkgrey,1
ENSG00000171960,PPIH,PPIH,peptidylprolyl isomerase H,lightgrey,lightgrey,8
ENSG00000171962,DRC3,DRC3,dynein regulatory complex subunit 3,dimgrey,dimgrey,4
ENSG00000171984,SHLD1,SHLD1,shieldin complex subunit 1,dimgrey,dimgrey,4
ENSG00000171988,JMJD1C,JMJD1C,jumonji domain containing 1C,brown,brown,0
ENSG00000171992,SYNPO,SYNPO,synaptopodin,darkgrey,darkgrey,1
ENSG00000172006,ZNF554,ZNF554,zinc finger protein 554,brown,brown,0
ENSG00000172007,RAB33B,RAB33B,"RAB33B, member RAS oncogene family",dimgrey,dimgrey,4
ENSG00000172009,THOP1,THOP1,thimet oligopeptidase 1,darkgrey,darkgrey,1
ENSG00000172020,GAP43,GAP43,growth associated protein 43,dimgrey,dimgrey,4
ENSG00000172031,EPHX4,EPHX4,epoxide hydrolase 4,dimgrey,dimgrey,4
ENSG00000172037,LAMB2,LAMB2,laminin subunit beta 2,dimgrey,dimgrey,4
ENSG00000172046,USP19,USP19,ubiquitin specific peptidase 19,darkgrey,darkgrey,1
ENSG00000172053,QARS1,QARS1,glutaminyl-tRNA synthetase 1,dimgrey,dimgrey,4
ENSG00000172057,ORMDL3,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3,lightgrey,lightgrey,8
ENSG00000172059,KLF11,KLF11,KLF transcription factor 11,darkgrey,darkgrey,1
ENSG00000172061,LRRC15,LRRC15,leucine rich repeat containing 15,darkgrey,darkgrey,1
ENSG00000172062,SMN1,SMN1,"survival of motor neuron 1, telomeric",dimgrey,dimgrey,4
ENSG00000172071,EIF2AK3,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,darkgrey,darkgrey,1
ENSG00000172081,MOB3A,MOB3A,MOB kinase activator 3A,dimgrey,dimgrey,4
ENSG00000172086,KRCC1,KRCC1,lysine rich coiled-coil 1,lightgrey,lightgrey,8
ENSG00000172113,NME6,NME6,NME/NM23 nucleoside diphosphate kinase 6,darkgrey,darkgrey,1
ENSG00000172115,CYCS,CYCS,"cytochrome c, somatic",dimgrey,dimgrey,4
ENSG00000172123,SLFN12,SLFN12,schlafen family member 12,darkgrey,darkgrey,1
ENSG00000172159,FRMD3,FRMD3,FERM domain containing 3,dimgrey,dimgrey,4
ENSG00000172164,SNTB1,SNTB1,syntrophin beta 1,maroon,maroon,9
ENSG00000172167,MTBP,MTBP,MDM2 binding protein,snow,snow,12
ENSG00000172171,TEFM,TEFM,"transcription elongation factor, mitochondrial",firebrick,firebrick,5
ENSG00000172172,MRPL13,MRPL13,mitochondrial ribosomal protein L13,lightgrey,lightgrey,8
ENSG00000172175,MALT1,MALT1,MALT1 paracaspase,lightgrey,lightgrey,8
ENSG00000172183,ISG20,ISG20,interferon stimulated exonuclease gene 20,darkgrey,darkgrey,1
ENSG00000172197,MBOAT1,MBOAT1,membrane bound glycerophospholipid O-acyltransferase 1,dimgrey,dimgrey,4
ENSG00000172201,ID4,ID4,inhibitor of DNA binding 4,indianred,indianred,6
ENSG00000172216,CEBPB,CEBPB,CCAAT enhancer binding protein beta,darkgrey,darkgrey,1
ENSG00000172239,PAIP1,PAIP1,poly(A) binding protein interacting protein 1,dimgrey,dimgrey,4
ENSG00000172244,C5orf34,C5orf34,chromosome 5 open reading frame 34,dimgrey,dimgrey,4
ENSG00000172260,NEGR1,NEGR1,neuronal growth regulator 1,lightcoral,lightcoral,7
ENSG00000172262,ZBTB35,ZBTB35,zinc finger and BTB domain containing 35,darkred,darkred,2
ENSG00000172269,DPAGT1,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,lightgrey,lightgrey,8
ENSG00000172270,BSG,BSG,basigin (Ok blood group),darkgrey,darkgrey,1
ENSG00000172273,HINFP,HINFP,histone H4 transcription factor,dimgrey,dimgrey,4
ENSG00000172292,CERS6,CERS6,ceramide synthase 6,snow,snow,12
ENSG00000172296,SPTLC3,SPTLC3,serine palmitoyltransferase long chain base subunit 3,brown,brown,0
ENSG00000172301,COPRS,COPRS,coordinator of PRMT5 and differentiation stimulator,darkgrey,darkgrey,1
ENSG00000172315,TP53RK,TP53RK,TP53 regulating kinase,whitesmoke,whitesmoke,13
ENSG00000172318,B3GALT1,B3GALT1,"beta-1,3-galactosyltransferase 1",dimgrey,dimgrey,4
ENSG00000172331,BPGM,BPGM,bisphosphoglycerate mutase,lightgrey,lightgrey,8
ENSG00000172336,POP7,POP7,POP7 ribonuclease P/MRP subunit,darkgrey,darkgrey,1
ENSG00000172339,ALG14,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,dimgrey,dimgrey,4
ENSG00000172340,SUCLG2,SUCLG2,succinate-CoA ligase GDP-forming subunit beta,darkgrey,darkgrey,1
ENSG00000172346,CSDC2,CSDC2,cold shock domain containing C2,dimgrey,dimgrey,4
ENSG00000172348,RCAN2,RCAN2,regulator of calcineurin 2,brown,brown,0
ENSG00000172349,IL16,IL16,interleukin 16,dimgrey,dimgrey,4
ENSG00000172354,GNB2,GNB2,G protein subunit beta 2,dimgrey,dimgrey,4
ENSG00000172361,CFAP53,CFAP53,cilia and flagella associated protein 53,dimgrey,dimgrey,4
ENSG00000172366,MCRIP2,MCRIP2,MAPK regulated corepressor interacting protein 2,maroon,maroon,9
ENSG00000172375,C2CD2L,C2CD2L,C2CD2 like,darkgrey,darkgrey,1
ENSG00000172379,ARNT2,ARNT2,aryl hydrocarbon receptor nuclear translocator 2,brown,brown,0
ENSG00000172380,GNG12,GNG12,G protein subunit gamma 12,dimgrey,dimgrey,4
ENSG00000172382,PRSS27,PRSS27,serine protease 27,lightcoral,lightcoral,7
ENSG00000172403,SYNPO2,SYNPO2,synaptopodin 2,lightcoral,lightcoral,7
ENSG00000172409,CLP1,CLP1,cleavage factor polyribonucleotide kinase subunit 1,dimgrey,dimgrey,4
ENSG00000172426,RSPH9,RSPH9,radial spoke head component 9,darkgrey,darkgrey,1
ENSG00000172428,COPS9,COPS9,COP9 signalosome subunit 9,dimgrey,dimgrey,4
ENSG00000172432,GTPBP2,GTPBP2,GTP binding protein 2,indianred,indianred,6
ENSG00000172456,FGGY,FGGY,FGGY carbohydrate kinase domain containing,dimgrey,dimgrey,4
ENSG00000172458,IL17D,IL17D,interleukin 17D,dimgrey,dimgrey,4
ENSG00000172465,TCEAL1,TCEAL1,transcription elongation factor A like 1,darkgrey,darkgrey,1
ENSG00000172466,ZNF24,ZNF24,zinc finger protein 24,brown,brown,0
ENSG00000172469,MANEA,MANEA,mannosidase endo-alpha,dimgrey,dimgrey,4
ENSG00000172476,RAB40A,RAB40A,"RAB40A, member RAS oncogene family",dimgrey,dimgrey,4
ENSG00000172493,AFF1,AFF1,ALF transcription elongation factor 1,dimgrey,dimgrey,4
ENSG00000172500,FIBP,FIBP,FGF1 intracellular binding protein,darkgrey,darkgrey,1
ENSG00000172530,BANP,BANP,BTG3 associated nuclear protein,darkgrey,darkgrey,1
ENSG00000172531,PPP1CA,PPP1CA,protein phosphatase 1 catalytic subunit alpha,maroon,maroon,9
ENSG00000172534,HCFC1,HCFC1,host cell factor C1,darkgrey,darkgrey,1
ENSG00000172572,PDE3A,PDE3A,phosphodiesterase 3A,firebrick,firebrick,5
ENSG00000172575,RASGRP1,RASGRP1,RAS guanyl releasing protein 1,dimgrey,dimgrey,4
ENSG00000172586,CHCHD1,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1,dimgrey,dimgrey,4
ENSG00000172590,MRPL52,MRPL52,mitochondrial ribosomal protein L52,dimgrey,dimgrey,4
ENSG00000172594,SMPDL3A,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,dimgrey,dimgrey,4
ENSG00000172613,RAD9A,RAD9A,RAD9 checkpoint clamp component A,darkgrey,darkgrey,1
ENSG00000172638,EFEMP2,EFEMP2,EGF-like fibulin extracellular matrix protein 2,darkgrey,darkgrey,1
ENSG00000172661,WASHC2C,WASHC2C,WASH complex subunit 2C,dimgrey,dimgrey,4
ENSG00000172663,TMEM134,TMEM134,transmembrane protein 134,darkgrey,darkgrey,1
ENSG00000172667,ZMAT3,ZMAT3,zinc finger matrin-type 3,darkgrey,darkgrey,1
ENSG00000172671,ZFAND4,ZFAND4,zinc finger AN1-type containing 4,darkgrey,darkgrey,1
ENSG00000172687,ZNF738,ZNF738,zinc finger protein 738,darkgrey,darkgrey,1
ENSG00000172716,SLFN11,SLFN11,schlafen family member 11,brown,brown,0
ENSG00000172717,GARIN2,GARIN2,golgi associated RAB2 interactor family member 2,dimgrey,dimgrey,4
ENSG00000172725,CORO1B,CORO1B,coronin 1B,dimgrey,dimgrey,4
ENSG00000172728,POFUT3,POFUT3,protein O-fucosyltransferase 3,dimgrey,dimgrey,4
ENSG00000172731,LRRC20,LRRC20,leucine rich repeat containing 20,whitesmoke,whitesmoke,13
ENSG00000172732,MUS81,MUS81,MUS81 structure-specific endonuclease subunit,whitesmoke,whitesmoke,13
ENSG00000172738,TMEM217,TMEM217,transmembrane protein 217,firebrick,firebrick,5
ENSG00000172748,ZNF596,ZNF596,zinc finger protein 596,dimgrey,dimgrey,4
ENSG00000172757,CFL1,CFL1,cofilin 1,darkgrey,darkgrey,1
ENSG00000172765,TMCC1,TMCC1,transmembrane and coiled-coil domain family 1,darkgrey,darkgrey,1
ENSG00000172766,NAA16,NAA16,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",dimgrey,dimgrey,4
ENSG00000172775,PSME3IP1,PSME3IP1,proteasome activator subunit 3 interacting protein 1,darkgrey,darkgrey,1
ENSG00000172785,ZNG1A,ZNG1A,Zn regulated GTPase metalloprotein activator 1A,dimgrey,dimgrey,4
ENSG00000172795,DCP2,DCP2,decapping mRNA 2,dimgrey,dimgrey,4
ENSG00000172809,RPL38,RPL38,ribosomal protein L38,dimgrey,dimgrey,4
ENSG00000172819,RARG,RARG,retinoic acid receptor gamma,darkgrey,darkgrey,1
ENSG00000172824,CES4A,CES4A,carboxylesterase 4A,darkgrey,darkgrey,1
ENSG00000172830,SSH3,SSH3,slingshot protein phosphatase 3,dimgrey,dimgrey,4
ENSG00000172831,CES2,CES2,carboxylesterase 2,dimgrey,dimgrey,4
ENSG00000172840,PDP2,PDP2,pyruvate dehydrogenase phosphatase catalytic subunit 2,dimgrey,dimgrey,4
ENSG00000172845,SP3,SP3,Sp3 transcription factor,dimgrey,dimgrey,4
ENSG00000172869,DMXL1,DMXL1,Dmx like 1,maroon,maroon,9
ENSG00000172888,ZNF621,ZNF621,zinc finger protein 621,dimgrey,dimgrey,4
ENSG00000172889,EGFL7,EGFL7,EGF like domain multiple 7,firebrick,firebrick,5
ENSG00000172890,NADSYN1,NADSYN1,NAD synthetase 1,dimgrey,dimgrey,4
ENSG00000172893,DHCR7,DHCR7,7-dehydrocholesterol reductase,darkgrey,darkgrey,1
ENSG00000172901,LVRN,LVRN,laeverin,dimgrey,dimgrey,4
ENSG00000172915,NBEA,NBEA,neurobeachin,dimgrey,dimgrey,4
ENSG00000172922,RNASEH2C,RNASEH2C,ribonuclease H2 subunit C,dimgrey,dimgrey,4
ENSG00000172927,MYEOV,MYEOV,myeloma overexpressed,darkgrey,darkgrey,1
ENSG00000172932,ANKRD13D,ANKRD13D,ankyrin repeat domain 13D,dimgrey,dimgrey,4
ENSG00000172935,MRGPRF,MRGPRF,MAS related GPR family member F,dimgrey,dimgrey,4
ENSG00000172936,MYD88,MYD88,MYD88 innate immune signal transduction adaptor,dimgrey,dimgrey,4
ENSG00000172939,OXSR1,OXSR1,oxidative stress responsive kinase 1,darkgrey,darkgrey,1
ENSG00000172940,SLC22A13,SLC22A13,solute carrier family 22 member 13,darkgrey,darkgrey,1
ENSG00000172943,PHF8,PHF8,PHD finger protein 8,darkgrey,darkgrey,1
ENSG00000172954,LCLAT1,LCLAT1,lysocardiolipin acyltransferase 1,dimgrey,dimgrey,4
ENSG00000172985,SH3RF3,SH3RF3,SH3 domain containing ring finger 3,lightgrey,lightgrey,8
ENSG00000172986,GXYLT2,GXYLT2,glucoside xylosyltransferase 2,dimgrey,dimgrey,4
ENSG00000172992,DCAKD,DCAKD,dephospho-CoA kinase domain containing,darkgrey,darkgrey,1
ENSG00000173011,TADA2B,TADA2B,transcriptional adaptor 2B,lightcoral,lightcoral,7
ENSG00000173013,CFAP184,CFAP184,cilia and flagella associated protein 184,darkgrey,darkgrey,1
ENSG00000173020,GRK2,GRK2,G protein-coupled receptor kinase 2,darkgrey,darkgrey,1
ENSG00000173039,RELA,RELA,"RELA proto-oncogene, NF-kB subunit",darkgrey,darkgrey,1
ENSG00000173040,EVC2,EVC2,EvC ciliary complex subunit 2,dimgrey,dimgrey,4
ENSG00000173041,ZNF680,ZNF680,zinc finger protein 680,dimgrey,dimgrey,4
ENSG00000173064,HECTD4,HECTD4,HECT domain E3 ubiquitin protein ligase 4,darkgrey,darkgrey,1
ENSG00000173065,FAM222B,FAM222B,family with sequence similarity 222 member B,darkgrey,darkgrey,1
ENSG00000173068,BNC2,BNC2,basonuclin zinc finger protein 2,darkgrey,darkgrey,1
ENSG00000173085,COQ2,COQ2,"coenzyme Q2, polyprenyltransferase",darkgrey,darkgrey,1
ENSG00000173113,TRMT112,TRMT112,tRNA methyltransferase activator subunit 11-2,dimgrey,dimgrey,4
ENSG00000173114,LRRN3,LRRN3,leucine rich repeat neuronal 3,dimgrey,dimgrey,4
ENSG00000173120,KDM2A,KDM2A,lysine demethylase 2A,dimgrey,dimgrey,4
ENSG00000173141,MRPL57,MRPL57,mitochondrial ribosomal protein L57,dimgrey,dimgrey,4
ENSG00000173145,NOC3L,NOC3L,NOC3 like DNA replication regulator,darkgrey,darkgrey,1
ENSG00000173153,ESRRA,ESRRA,estrogen related receptor alpha,dimgrey,dimgrey,4
ENSG00000173156,RHOD,RHOD,ras homolog family member D,darkgrey,darkgrey,1
ENSG00000173163,COMMD1,COMMD1,copper metabolism domain containing 1,lightgrey,lightgrey,8
ENSG00000173166,RAPH1,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,maroon,maroon,9
ENSG00000173171,MTX1,MTX1,metaxin 1,dimgrey,dimgrey,4
ENSG00000173193,PARP14,PARP14,poly(ADP-ribose) polymerase family member 14,darkgrey,darkgrey,1
ENSG00000173200,PARP15,PARP15,poly(ADP-ribose) polymerase family member 15,dimgrey,dimgrey,4
ENSG00000173207,CKS1B,CKS1B,CDC28 protein kinase regulatory subunit 1B,dimgrey,dimgrey,4
ENSG00000173210,ABLIM3,ABLIM3,actin binding LIM protein family member 3,darkgrey,darkgrey,1
ENSG00000173212,MAB21L3,MAB21L3,mab-21 like 3,darkgrey,darkgrey,1
ENSG00000173214,SLC60A2,SLC60A2,solute carrier family 60 member 2,darkgrey,darkgrey,1
ENSG00000173218,VANGL1,VANGL1,VANGL planar cell polarity protein 1,darkgrey,darkgrey,1
ENSG00000173221,GLRX,GLRX,glutaredoxin,dimgrey,dimgrey,4
ENSG00000173226,IQCB1,IQCB1,IQ motif containing B1,firebrick,firebrick,5
ENSG00000173230,GOLGB1,GOLGB1,golgin B1,darkgrey,darkgrey,1
ENSG00000173258,ZNF483,ZNF483,zinc finger protein 483,brown,brown,0
ENSG00000173261,PLAC8L1,PLAC8L1,PLAC8 like 1,brown,brown,0
ENSG00000173264,GPR137,GPR137,G protein-coupled receptor 137,darkgrey,darkgrey,1
ENSG00000173267,SNCG,SNCG,synuclein gamma,darkgrey,darkgrey,1
ENSG00000173269,MMRN2,MMRN2,multimerin 2,dimgrey,dimgrey,4
ENSG00000173272,MZT2A,MZT2A,mitotic spindle organizing protein 2A,dimgrey,dimgrey,4
ENSG00000173273,TNKS,TNKS,tankyrase,brown,brown,0
ENSG00000173275,ZNF449,ZNF449,zinc finger protein 449,darkgrey,darkgrey,1
ENSG00000173276,ZBTB21,ZBTB21,zinc finger and BTB domain containing 21,dimgrey,dimgrey,4
ENSG00000173320,STOX2,STOX2,storkhead box 2,snow,snow,12
ENSG00000173327,MAP3K11,MAP3K11,mitogen-activated protein kinase kinase kinase 11,dimgrey,dimgrey,4
ENSG00000173334,TRIB1,TRIB1,tribbles pseudokinase 1,whitesmoke,whitesmoke,13
ENSG00000173376,NDNF,NDNF,neuron derived neurotrophic factor,dimgrey,dimgrey,4
ENSG00000173391,OLR1,OLR1,oxidized low density lipoprotein receptor 1,darkgrey,darkgrey,1
ENSG00000173402,DAG1,DAG1,dystroglycan 1,dimgrey,dimgrey,4
ENSG00000173409,ARV1,ARV1,ARV1 fatty acid homeostasis modulator,dimgrey,dimgrey,4
ENSG00000173418,NAA20,NAA20,"N-alpha-acetyltransferase 20, NatB catalytic subunit",dimgrey,dimgrey,4
ENSG00000173421,IHO1,IHO1,interactor of HORMAD1 1,maroon,maroon,9
ENSG00000173436,MICOS10,MICOS10,mitochondrial contact site and cristae organizing system subunit 10,lightcoral,lightcoral,7
ENSG00000173442,EHBP1L1,EHBP1L1,EH domain binding protein 1 like 1,darkgrey,darkgrey,1
ENSG00000173451,THAP2,THAP2,THAP domain containing 2,dimgrey,dimgrey,4
ENSG00000173456,RNF26,RNF26,ring finger protein 26,dimgrey,dimgrey,4
ENSG00000173457,PPP1R14B,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B,lightcoral,lightcoral,7
ENSG00000173465,ZNRD2,ZNRD2,zinc ribbon domain containing 2,dimgrey,dimgrey,4
ENSG00000173473,SMARCC1,SMARCC1,SWI/SNF related BAF chromatin remodeling complex subunit C1,whitesmoke,whitesmoke,13
ENSG00000173480,ZNF417,ZNF417,zinc finger protein 417,lightgrey,lightgrey,8
ENSG00000173482,PTPRM,PTPRM,protein tyrosine phosphatase receptor type M,lightgrey,lightgrey,8
ENSG00000173511,VEGFB,VEGFB,vascular endothelial growth factor B,dimgrey,dimgrey,4
ENSG00000173517,PEAK1,PEAK1,pseudopodium enriched atypical kinase 1,darkgrey,darkgrey,1
ENSG00000173530,TNFRSF10D,TNFRSF10D,TNF receptor superfamily member 10d,darkgrey,darkgrey,1
ENSG00000173540,GMPPB,GMPPB,GDP-mannose pyrophosphorylase B,dimgrey,dimgrey,4
ENSG00000173542,MOB1B,MOB1B,MOB kinase activator 1B,dimgrey,dimgrey,4
ENSG00000173545,ZNF622,ZNF622,zinc finger protein 622,dimgrey,dimgrey,4
ENSG00000173546,CSPG4,CSPG4,chondroitin sulfate proteoglycan 4,darkgrey,darkgrey,1
ENSG00000173548,SNX33,SNX33,sorting nexin 33,darkgrey,darkgrey,1
ENSG00000173559,NABP1,NABP1,nucleic acid binding protein 1,dimgrey,dimgrey,4
ENSG00000173575,CHD2,CHD2,chromodomain helicase DNA binding protein 2,mistyrose,mistyrose,10
ENSG00000173581,CCDC106,CCDC106,coiled-coil domain containing 106,darkgrey,darkgrey,1
ENSG00000173588,CEP83,CEP83,centrosomal protein 83,dimgrey,dimgrey,4
ENSG00000173598,NUDT4,NUDT4,nudix hydrolase 4,snow,snow,12
ENSG00000173599,PC,PC,pyruvate carboxylase,dimgrey,dimgrey,4
ENSG00000173611,SCAI,SCAI,suppressor of cancer cell invasion,dimgrey,dimgrey,4
ENSG00000173614,NMNAT1,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,darkgrey,darkgrey,1
ENSG00000173641,HSPB7,HSPB7,heat shock protein family B (small) member 7,darkgrey,darkgrey,1
ENSG00000173653,RCE1,RCE1,Ras converting CAAX endopeptidase 1,darkgrey,darkgrey,1
ENSG00000173660,UQCRH,UQCRH,ubiquinol-cytochrome c reductase hinge protein,dimgrey,dimgrey,4
ENSG00000173674,EIF1AX,EIF1AX,eukaryotic translation initiation factor 1A X-linked,dimgrey,dimgrey,4
ENSG00000173681,BCLAF3,BCLAF3,BCLAF1 and THRAP3 family member 3,darkgrey,darkgrey,1
ENSG00000173692,PSMD1,PSMD1,"proteasome 26S subunit, non-ATPase 1",brown,brown,0
ENSG00000173698,ADGRG2,ADGRG2,adhesion G protein-coupled receptor G2,brown,brown,0
ENSG00000173705,SUSD5,SUSD5,sushi domain containing 5,darkgrey,darkgrey,1
ENSG00000173706,HEG1,HEG1,heart development protein with EGF like domains 1,lightgrey,lightgrey,8
ENSG00000173715,TOP6BL,TOP6BL,TOP6B like initiator of meiotic double strand breaks,darkgrey,darkgrey,1
ENSG00000173726,TOMM20,TOMM20,translocase of outer mitochondrial membrane 20,dimgrey,dimgrey,4
ENSG00000173744,AGFG1,AGFG1,ArfGAP with FG repeats 1,dimgrey,dimgrey,4
ENSG00000173757,STAT5B,STAT5B,signal transducer and activator of transcription 5B,dimgrey,dimgrey,4
ENSG00000173786,CNP,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",darkgrey,darkgrey,1
ENSG00000173801,JUP,JUP,junction plakoglobin,darkgrey,darkgrey,1
ENSG00000173812,EIF1,EIF1,eukaryotic translation initiation factor 1,dimgrey,dimgrey,4
ENSG00000173818,ENDOV,ENDOV,endonuclease V,darkgrey,darkgrey,1
ENSG00000173821,RNF213,RNF213,ring finger protein 213,darkgrey,darkgrey,1
ENSG00000173838,MARCHF10,MARCHF10,membrane associated ring-CH-type finger 10,dimgrey,dimgrey,4
ENSG00000173846,PLK3,PLK3,polo like kinase 3,darkgrey,darkgrey,1
ENSG00000173848,NET1,NET1,neuroepithelial cell transforming 1,dimgrey,dimgrey,4
ENSG00000173852,DPY19L1,DPY19L1,dpy-19 like C-mannosyltransferase 1,dimgrey,dimgrey,4
ENSG00000173875,ZNF791,ZNF791,zinc finger protein 791,darkgrey,darkgrey,1
ENSG00000173889,PHC3,PHC3,polyhomeotic homolog 3,darkgrey,darkgrey,1
ENSG00000173890,GPR160,GPR160,G protein-coupled receptor 160,darkgrey,darkgrey,1
ENSG00000173894,CBX2,CBX2,chromobox 2,dimgrey,dimgrey,4
ENSG00000173898,SPTBN2,SPTBN2,"spectrin beta, non-erythrocytic 2",dimgrey,dimgrey,4
ENSG00000173905,GOLIM4,GOLIM4,golgi integral membrane protein 4,snow,snow,12
ENSG00000173914,RBM4B,RBM4B,RNA binding motif protein 4B,maroon,maroon,9
ENSG00000173915,ATP5MK,ATP5MK,ATP synthase membrane subunit k,dimgrey,dimgrey,4
ENSG00000173917,HOXB2,HOXB2,homeobox B2,indianred,indianred,6
ENSG00000173918,C1QTNF1,C1QTNF1,C1q and TNF related 1,darkgrey,darkgrey,1
ENSG00000173926,MARCHF3,MARCHF3,membrane associated ring-CH-type finger 3,snow,snow,12
ENSG00000173928,SWSAP1,SWSAP1,SWIM-type zinc finger 7 associated protein 1,dimgrey,dimgrey,4
ENSG00000173933,RBM4,RBM4,RNA binding motif protein 4,darkgrey,darkgrey,1
ENSG00000173950,XXYLT1,XXYLT1,xyloside xylosyltransferase 1,dimgrey,dimgrey,4
