node_name,gene_id,gene_symbol,string_gene_label,gene_name,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR
VAC14,ENSG00000103043,VAC14,VAC14,VAC14 component of PIKFYVE complex,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0005703568676312,1.3513420621894376,1.1931248014040705,MC100_vs_MC1,1.3513420621894376,0.0005703568676312,up_in_tested,1,2,,,1.3513420621894376,-1.1929973108852518,-1.0350350311375225,,,0.0005703568676312,0.0036190965091267,0.0146403734137921,,,up_in_tested,up_in_reference,up_in_reference
IMP3,ENSG00000177971,IMP3,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,dimgrey,MA100_vs_CTR,1,1,0.0005870668805019,1.4143512938223397,1.4143512938223397,MA100_vs_CTR,-1.4143512938223397,0.0005870668805019,up_in_reference,0,1,-1.4143512938223397,,,,,0.0005870668805019,,,,,up_in_reference,,,,
NRGN,ENSG00000154146,NRGN,NRGN,neurogranin,darkgrey,MC100_vs_MC1,1,1,0.000599544564637,1.130247500836686,1.130247500836686,MC100_vs_MC1,-1.130247500836686,0.000599544564637,up_in_reference,0,1,,,-1.130247500836686,,,,,0.000599544564637,,,,,up_in_reference,,
TBCK,ENSG00000145348,TBCK,TBCK,TBC1 domain containing kinase,dimgrey,MC1_vs_CTR,1,1,0.0006276363069343,1.1203398099583688,1.1203398099583688,MC1_vs_CTR,-1.1203398099583688,0.0006276363069343,up_in_reference,0,1,,,,-1.1203398099583688,,,,,0.0006276363069343,,,,,up_in_reference,
PTCHD4,ENSG00000244694,PTCHD4,PTCHD4,patched domain containing 4,maroon,MC100_vs_MC1,1,1,0.0006321976353036,3.1864355457948856,3.1864355457948856,MC100_vs_MC1,3.1864355457948856,0.0006321976353036,up_in_tested,1,0,,,3.1864355457948856,,,,,0.0006321976353036,,,,,up_in_tested,,
SLC66A1,ENSG00000040487,SLC66A1,SLC66A1,solute carrier family 66 member 1,dimgrey,MA100_vs_CTR,1,1,0.0006544843116304,1.131578801681255,1.131578801681255,MA100_vs_CTR,-1.131578801681255,0.0006544843116304,up_in_reference,0,1,-1.131578801681255,,,,,0.0006544843116304,,,,,up_in_reference,,,,
RPE,ENSG00000197713,RPE,RPE,ribulose-5-phosphate-3-epimerase,dimgrey,MC1_vs_CTR,1,1,0.0006766997770516,1.0391799203389072,1.0391799203389072,MC1_vs_CTR,-1.0391799203389072,0.0006766997770516,up_in_reference,0,1,,,,-1.0391799203389072,,,,,0.0006766997770516,,,,,up_in_reference,
EPN2,ENSG00000072134,EPN2,EPN2,epsin 2,whitesmoke,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0006954836538962,1.4826392273020796,1.3542525153671456,MC100_vs_MC1,-1.4826392273020796,0.0006954836538962,up_in_reference,3,1,1.2454238717004364,,-1.4826392273020796,1.4085980726695733,1.2803488897964934,0.0078341979796684,,0.0006954836538962,0.001868873038821,0.0058488207344863,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
ZNRD2,ENSG00000173465,ZNRD2,ZNRD2,zinc ribbon domain containing 2,dimgrey,MC100_vs_MC1,1,1,0.0007488941328418,1.0769635742503765,1.0769635742503765,MC100_vs_MC1,1.0769635742503765,0.0007488941328418,up_in_tested,1,0,,,1.0769635742503765,,,,,0.0007488941328418,,,,,up_in_tested,,
EMILIN1,ENSG00000138080,EMILIN1,EMILIN1,elastin microfibril interfacer 1,dimgrey,MC100_vs_MC1,1,1,0.0007690007428389,1.5199776425985163,1.5199776425985163,MC100_vs_MC1,-1.5199776425985163,0.0007690007428389,up_in_reference,0,1,,,-1.5199776425985163,,,,,0.0007690007428389,,,,,up_in_reference,,
MT-ND1,ENSG00000198888,MT-ND1,MT-ND1,NADH dehydrogenase subunit 1,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0007905513715787,1.3319708383903794,1.2425210646166152,MD1_vs_CTR,-1.3319708383903794,0.0007905513715787,up_in_reference,1,3,-1.2359127711130804,,1.0839322756060006,-1.318268373357,-1.3319708383903794,0.0021608021286666,,0.0060236822919134,0.0008153077878757,0.0007905513715787,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
DDX19B,ENSG00000157349,DDX19B,DDX19B,DEAD-box helicase 19B,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0007981796139333,1.9866330349129195,1.7481075925407117,MC1_vs_CTR,-1.9866330349129195,0.0007981796139333,up_in_reference,1,1,,,1.5095821501685038,-1.9866330349129195,,,,0.0121799388047879,0.0007981796139333,,,,up_in_tested,up_in_reference,
DDOST,ENSG00000244038,DDOST,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0008731756590526,1.838516117326585,1.6576771711370846,MC1_vs_CTR,-1.838516117326585,0.0008731756590526,up_in_reference,1,1,,,1.476838224947584,-1.838516117326585,,,,0.0080234409425408,0.0008731756590526,,,,up_in_tested,up_in_reference,
FBXO28,ENSG00000143756,FBXO28,FBXO28,F-box protein 28,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0008996960153213,1.148941152961703,1.087412715147443,MC1_vs_CTR,-1.148941152961703,0.0008996960153213,up_in_reference,1,1,,,1.025884277333183,-1.148941152961703,,,,0.0026191357711939,0.0008996960153213,,,,up_in_tested,up_in_reference,
SURF1,ENSG00000148290,SURF1,SURF1,SURF1 cytochrome c oxidase assembly factor,dimgrey,MC100_vs_MC1,1,1,0.0009470237160126,1.8096715618257984,1.8096715618257984,MC100_vs_MC1,1.8096715618257984,0.0009470237160126,up_in_tested,1,0,,,1.8096715618257984,,,,,0.0009470237160126,,,,,up_in_tested,,
TNFRSF21,ENSG00000146072,TNFRSF21,TNFRSF21,TNF receptor superfamily member 21,darkgrey,MC100_vs_MC1,1,1,0.000967198283331,1.1488002167951064,1.1488002167951064,MC100_vs_MC1,-1.1488002167951064,0.000967198283331,up_in_reference,0,1,,,-1.1488002167951064,,,,,0.000967198283331,,,,,up_in_reference,,
KLHL17,ENSG00000187961,KLHL17,KLHL17,kelch like family member 17,darkgrey,MD1_vs_CTR,1,1,0.0009799900539753,1.1298142847353614,1.1298142847353614,MD1_vs_CTR,1.1298142847353614,0.0009799900539753,up_in_tested,1,0,,,,,1.1298142847353614,,,,,0.0009799900539753,,,,,up_in_tested
ZNF839,ENSG00000022976,ZNF839,ZNF839,zinc finger protein 839,whitesmoke,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0010067956237082,2.4143382242158995,2.183564120860587,MA100_vs_CTR,2.4143382242158995,0.0010067956237082,up_in_tested,1,1,2.4143382242158995,,-1.9527900175052748,,,0.0010067956237082,,0.0059386189792593,,,up_in_tested,,up_in_reference,,
SLC35A5,ENSG00000138459,SLC35A5,SLC35A5,solute carrier family 35 member A5,dimgrey,MC1_vs_CTR,1,1,0.0010454936233945,1.0912866261566994,1.0912866261566994,MC1_vs_CTR,-1.0912866261566994,0.0010454936233945,up_in_reference,0,1,,,,-1.0912866261566994,,,,,0.0010454936233945,,,,,up_in_reference,
SZRD1,ENSG00000055070,SZRD1,SZRD1,SUZ RNA binding domain containing 1,whitesmoke,MC100_vs_MC1,1,1,0.0010521703202452,2.436621638677213,2.436621638677213,MC100_vs_MC1,-2.436621638677213,0.0010521703202452,up_in_reference,0,1,,,-2.436621638677213,,,,,0.0010521703202452,,,,,up_in_reference,,
SRR,ENSG00000167720,SRR,SRR,serine racemase,dimgrey,MC100_vs_MC1,1,1,0.0010693826244571,2.815242472905313,2.815242472905313,MC100_vs_MC1,2.815242472905313,0.0010693826244571,up_in_tested,1,0,,,2.815242472905313,,,,,0.0010693826244571,,,,,up_in_tested,,
ORC3,ENSG00000135336,ORC3,ORC3,origin recognition complex subunit 3,dimgrey,MC100_vs_MC1,1,1,0.0011256963183167,1.110897033313765,1.110897033313765,MC100_vs_MC1,1.110897033313765,0.0011256963183167,up_in_tested,1,0,,,1.110897033313765,,,,,0.0011256963183167,,,,,up_in_tested,,
PDIA6,ENSG00000143870,PDIA6,PDIA6,protein disulfide isomerase family A member 6,whitesmoke,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0011273835527306,1.7054273092809815,1.3761138713939938,MA100_vs_CTR,1.7054273092809815,0.0011273835527306,up_in_tested,3,1,1.7054273092809815,,-1.0628018870774036,1.321515590033156,1.4147106991844336,0.0011273835527306,,0.0498576800362465,0.0126052035102586,0.00789771695173,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
SPIDR,ENSG00000164808,SPIDR,SPIDR,scaffold protein involved in DNA repair,dimgrey,MC100_vs_MC1,1,1,0.0011493649396845,1.133501182721691,1.133501182721691,MC100_vs_MC1,1.133501182721691,0.0011493649396845,up_in_tested,1,0,,,1.133501182721691,,,,,0.0011493649396845,,,,,up_in_tested,,
NOP53,ENSG00000105373,NOP53,NOP53,NOP53 ribosome biogenesis factor,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0011660882429253,1.3031820585680371,1.1858952902442783,MC100_vs_MC1,1.3031820585680371,0.0011660882429253,up_in_tested,1,1,,,1.3031820585680371,-1.0686085219205197,,,,0.0011660882429253,0.0117365175208655,,,,up_in_tested,up_in_reference,
RPS2,ENSG00000140988,RPS2,RPS2,ribosomal protein S2,dimgrey,MC100_vs_MC1,1,1,0.0011766188426023,1.013966313067605,1.013966313067605,MC100_vs_MC1,1.013966313067605,0.0011766188426023,up_in_tested,1,0,,,1.013966313067605,,,,,0.0011766188426023,,,,,up_in_tested,,
ZNF768,ENSG00000169957,ZNF768,ZNF768,zinc finger protein 768,dimgrey,MC100_vs_MC1,1,1,0.0012077661837485,1.1468895881375818,1.1468895881375818,MC100_vs_MC1,-1.1468895881375818,0.0012077661837485,up_in_reference,0,1,,,-1.1468895881375818,,,,,0.0012077661837485,,,,,up_in_reference,,
MFSD2B,ENSG00000205639,MFSD2B,MFSD2B,"MFSD2 lysolipid transporter B, sphingolipid",darkgrey,MD1_vs_CTR,1,1,0.001212839464002,1.0446168091850163,1.0446168091850163,MD1_vs_CTR,1.0446168091850163,0.001212839464002,up_in_tested,1,0,,,,,1.0446168091850163,,,,,0.001212839464002,,,,,up_in_tested
MICA,ENSG00000204520,MICA,MICA,MHC class I polypeptide-related sequence A,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0013047802870652,1.5414498986932872,1.418631536910608,MC100_vs_MC1,1.5414498986932872,0.0013047802870652,up_in_tested,1,1,,,1.5414498986932872,-1.2958131751279285,,,,0.0013047802870652,0.0105382561468393,,,,up_in_tested,up_in_reference,
SUCLA2,ENSG00000136143,SUCLA2,SUCLA2,succinate-CoA ligase ADP-forming subunit beta,dimgrey,MC100_vs_MC1,1,1,0.0013101892170337,1.006638928316932,1.006638928316932,MC100_vs_MC1,1.006638928316932,0.0013101892170337,up_in_tested,1,0,,,1.006638928316932,,,,,0.0013101892170337,,,,,up_in_tested,,
DDIAS,ENSG00000165490,DDIAS,DDIAS,DNA damage induced apoptosis suppressor,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0014199714346524,1.4554636064619006,1.4195280547157987,MC100_vs_MC1,1.4554636064619006,0.0014199714346524,up_in_tested,1,1,,,1.4554636064619006,-1.3835925029696965,,,,0.0014199714346524,0.003404696633975,,,,up_in_tested,up_in_reference,
PDLIM2,ENSG00000120913,PDLIM2,PDLIM2,PDZ and LIM domain 2,darkgrey,MC100_vs_MC1,1,1,0.0016198110358286,1.2265530871510435,1.2265530871510435,MC100_vs_MC1,-1.2265530871510435,0.0016198110358286,up_in_reference,0,1,,,-1.2265530871510435,,,,,0.0016198110358286,,,,,up_in_reference,,
ALG11,ENSG00000253710,ALG11,ALG11,"ALG11 alpha-1,2-mannosyltransferase",whitesmoke,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0016861022251925,1.9198264330373245,1.5844624092030932,MC1_vs_CTR,1.9198264330373245,0.0016861022251925,up_in_tested,3,1,1.7016132769953003,,-1.5813851271417068,1.9198264330373245,1.1350247996380411,0.0069716766258681,,0.0098705871641148,0.0016861022251925,0.0945483585627325,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
C19orf47,ENSG00000160392,C19orf47,C19orf47,chromosome 19 open reading frame 47,darkgrey,MC100_vs_MC1,1,1,0.0016956275605039,1.017027686712571,1.017027686712571,MC100_vs_MC1,-1.017027686712571,0.0016956275605039,up_in_reference,0,1,,,-1.017027686712571,,,,,0.0016956275605039,,,,,up_in_reference,,
CIPC,ENSG00000198894,CIPC,CIPC,CLOCK interacting pacemaker,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0017174215622832,1.427879757158609,1.2603389735222659,MC100_vs_MC1,1.427879757158609,0.0017174215622832,up_in_tested,1,1,,,1.427879757158609,-1.0927981898859227,,,,0.0017174215622832,0.024675153014564,,,,up_in_tested,up_in_reference,
RPS25,ENSG00000118181,RPS25,RPS25,ribosomal protein S25,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0017374138421867,1.537679117181976,1.363474584425758,MC100_vs_MC1,1.537679117181976,0.0017374138421867,up_in_tested,1,3,-1.231004587001114,,1.537679117181976,-1.4387624981833635,-1.2464521353365792,0.0197605643587008,,0.0017374138421867,0.0045291430633639,0.0175161514871931,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
F8A1,ENSG00000288722,F8A1,F8A1,coagulation factor VIII associated 1,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0017374138421867,1.3194887270819982,1.2739574159635825,MC100_vs_MC1,1.3194887270819982,0.0017374138421867,up_in_tested,1,2,,,1.3194887270819982,-1.2432718094138266,-1.2591117113949226,,,0.0017374138421867,0.0043280047073892,0.0042812035686737,,,up_in_tested,up_in_reference,up_in_reference
KGD4,ENSG00000134056,KGD4,KGD4,alpha-ketoglutarate dehydrogenase subunit 4,dimgrey,MC100_vs_MC1,1,1,0.0017684694790725,1.0939348634985908,1.0939348634985908,MC100_vs_MC1,1.0939348634985908,0.0017684694790725,up_in_tested,1,0,,,1.0939348634985908,,,,,0.0017684694790725,,,,,up_in_tested,,
ZNF14,ENSG00000105708,ZNF14,ZNF14,zinc finger protein 14,dimgrey,MC100_vs_MC1,1,1,0.0017786088322762,3.982242683737968,3.982242683737968,MC100_vs_MC1,3.982242683737968,0.0017786088322762,up_in_tested,1,0,,,3.982242683737968,,,,,0.0017786088322762,,,,,up_in_tested,,
C1QBP,ENSG00000108561,C1QBP,C1QBP,complement C1q binding protein,dimgrey,MC100_vs_MC1,1,1,0.0018321276378332,1.0901167672012912,1.0901167672012912,MC100_vs_MC1,1.0901167672012912,0.0018321276378332,up_in_tested,1,0,,,1.0901167672012912,,,,,0.0018321276378332,,,,,up_in_tested,,
CTSA,ENSG00000064601,CTSA,CTSA,cathepsin A,dimgrey,MC100_vs_MC1,1,1,0.0018379181720069,1.2827719578757515,1.2827719578757515,MC100_vs_MC1,1.2827719578757515,0.0018379181720069,up_in_tested,1,0,,,1.2827719578757515,,,,,0.0018379181720069,,,,,up_in_tested,,
LETMD1,ENSG00000050426,LETMD1,LETMD1,LETM1 domain containing 1,dimgrey,MC100_vs_MC1,1,1,0.0018543999480829,1.2177045910808226,1.2177045910808226,MC100_vs_MC1,1.2177045910808226,0.0018543999480829,up_in_tested,1,0,,,1.2177045910808226,,,,,0.0018543999480829,,,,,up_in_tested,,
FLNA,ENSG00000196924,FLNA,FLNA,filamin A,dimgrey,MC100_vs_MC1,1,1,0.0018884030533179,1.343059516357593,1.343059516357593,MC100_vs_MC1,-1.343059516357593,0.0018884030533179,up_in_reference,0,1,,,-1.343059516357593,,,,,0.0018884030533179,,,,,up_in_reference,,
ZNF205,ENSG00000122386,ZNF205,ZNF205,zinc finger protein 205,darkgrey,MC100_vs_MC1,1,1,0.0018976169829839,1.5407557102875364,1.5407557102875364,MC100_vs_MC1,-1.5407557102875364,0.0018976169829839,up_in_reference,0,1,,,-1.5407557102875364,,,,,0.0018976169829839,,,,,up_in_reference,,
TMEM203,ENSG00000187713,TMEM203,TMEM203,transmembrane protein 203,dimgrey,MC100_vs_MC1,1,1,0.001905725695761,1.223887792686151,1.223887792686151,MC100_vs_MC1,1.223887792686151,0.001905725695761,up_in_tested,1,0,,,1.223887792686151,,,,,0.001905725695761,,,,,up_in_tested,,
DHX38,ENSG00000140829,DHX38,DHX38,DEAH-box helicase 38,darkgrey,MA100_vs_CTR,1,1,0.0019222381566962,1.708933773567459,1.708933773567459,MA100_vs_CTR,1.708933773567459,0.0019222381566962,up_in_tested,1,0,1.708933773567459,,,,,0.0019222381566962,,,,,up_in_tested,,,,
FAM53B,ENSG00000189319,FAM53B,FAM53B,family with sequence similarity 53 member B,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0019228136170091,1.3679019756133068,1.2446226919157581,MA100_vs_CTR,1.3679019756133068,0.0019228136170091,up_in_tested,2,0,1.3679019756133068,,,,1.1213434082182094,0.0019228136170091,,,,0.0127279393151269,up_in_tested,,,,up_in_tested
AP2A2,ENSG00000183020,AP2A2,AP2A2,adaptor related protein complex 2 subunit alpha 2,dimgrey,MC100_vs_MC1,1,1,0.0019719567024373,1.600363580673668,1.600363580673668,MC100_vs_MC1,1.600363580673668,0.0019719567024373,up_in_tested,1,0,,,1.600363580673668,,,,,0.0019719567024373,,,,,up_in_tested,,
STEEP1,ENSG00000018610,STEEP1,STEEP1,STING1 ER exit protein 1,dimgrey,MA100_vs_CTR,1,1,0.001981052072864,1.065397879724972,1.065397879724972,MA100_vs_CTR,-1.065397879724972,0.001981052072864,up_in_reference,0,1,-1.065397879724972,,,,,0.001981052072864,,,,,up_in_reference,,,,
COL6A2,ENSG00000142173,COL6A2,COL6A2,collagen type VI alpha 2 chain,darkgrey,MC100_vs_MC1,1,1,0.0019857729394682,1.112324367742172,1.112324367742172,MC100_vs_MC1,-1.112324367742172,0.0019857729394682,up_in_reference,0,1,,,-1.112324367742172,,,,,0.0019857729394682,,,,,up_in_reference,,
SNRK,ENSG00000163788,SNRK,SNRK,SNF related kinase,dimgrey,MA100_vs_CTR,1,1,0.0019971271118869,1.0996110344258954,1.0996110344258954,MA100_vs_CTR,-1.0996110344258954,0.0019971271118869,up_in_reference,0,1,-1.0996110344258954,,,,,0.0019971271118869,,,,,up_in_reference,,,,
FAM53C,ENSG00000120709,FAM53C,FAM53C,family with sequence similarity 53 member C,darkgrey,MC100_vs_MC1,1,1,0.0020218588176353,1.0142019509740547,1.0142019509740547,MC100_vs_MC1,-1.0142019509740547,0.0020218588176353,up_in_reference,0,1,,,-1.0142019509740547,,,,,0.0020218588176353,,,,,up_in_reference,,
LCE3D,ENSG00000163202,LCE3D,LCE3D,late cornified envelope 3D,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0020617417888897,1.5195287722155326,1.3536665518131075,MA100_vs_CTR,-1.5195287722155326,0.0020617417888897,up_in_reference,0,2,-1.5195287722155326,,,,-1.1878043314106823,0.0020617417888897,,,,0.0185749789400832,up_in_reference,,,,up_in_reference
FAM171A2,ENSG00000161682,FAM171A2,FAM171A2,family with sequence similarity 171 member A2,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0020895870551318,1.4056608191477884,1.2600229868229962,MC100_vs_MC1,-1.4056608191477884,0.0020895870551318,up_in_reference,1,1,,,-1.4056608191477884,1.114385154498204,,,,0.0020895870551318,0.0204100028378723,,,,up_in_reference,up_in_tested,
NDUFA6,ENSG00000184983,NDUFA6,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0021031072930022,1.4016417663554073,1.2995748677636219,MD1_vs_CTR,-1.4016417663554073,0.0021031072930022,up_in_reference,1,3,-1.3017910512066515,,1.222557249022585,-1.272309404469844,-1.4016417663554073,0.0046918294741442,,0.0063579435307103,0.0050702009943251,0.0021031072930022,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
LRRC23,ENSG00000010626,LRRC23,LRRC23,leucine rich repeat containing 23,darkgrey,MC100_vs_MC1,1,1,0.0021087765826592,1.476914539299973,1.476914539299973,MC100_vs_MC1,-1.476914539299973,0.0021087765826592,up_in_reference,0,1,,,-1.476914539299973,,,,,0.0021087765826592,,,,,up_in_reference,,
MAP1LC3A,ENSG00000101460,MAP1LC3A,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha,darkgrey,MC1_vs_CTR,1,1,0.0021416829208551,1.1407106727889538,1.1407106727889538,MC1_vs_CTR,1.1407106727889538,0.0021416829208551,up_in_tested,1,0,,,,1.1407106727889538,,,,,0.0021416829208551,,,,,up_in_tested,
PTK7,ENSG00000112655,PTK7,PTK7,protein tyrosine kinase 7 (inactive),dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0021652001028972,1.3742702802933644,1.1680163433978723,MD1_vs_CTR,1.3742702802933644,0.0021652001028972,up_in_tested,3,1,1.114611586923622,,-1.0803688838306575,1.102814622543845,1.3742702802933644,0.0158983957043238,,0.0160188437311361,0.015584133735587,0.0021652001028972,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
BICRAL,ENSG00000112624,BICRAL,BICRAL,BICRA like chromatin remodeling complex associated protein,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0021698311858019,1.2928401297130463,1.192667720154734,MD1_vs_CTR,1.2928401297130463,0.0021698311858019,up_in_tested,2,0,1.0924953105964217,,,,1.2928401297130463,0.0117726443411043,,,,0.0021698311858019,up_in_tested,,,,up_in_tested
EXOC6,ENSG00000138190,EXOC6,EXOC6,exocyst complex component 6,dimgrey,MA100_vs_CTR,1,1,0.002263106429434,1.2325294486642078,1.2325294486642078,MA100_vs_CTR,-1.2325294486642078,0.002263106429434,up_in_reference,0,1,-1.2325294486642078,,,,,0.002263106429434,,,,,up_in_reference,,,,
RBIS,ENSG00000176731,RBIS,RBIS,ribosomal biogenesis factor,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0023467782803422,1.3617080004076432,1.1668651778789272,MC100_vs_MC1,1.3617080004076432,0.0023467782803422,up_in_tested,1,2,-1.0360296902879405,,1.3617080004076432,-1.1028578429411977,,0.0333781725339628,,0.0023467782803422,0.0198577556243743,,up_in_reference,,up_in_tested,up_in_reference,
KRT18,ENSG00000111057,KRT18,KRT18,keratin 18,dimgrey,MC100_vs_MC1,1,1,0.0023674479048903,1.0735668797482294,1.0735668797482294,MC100_vs_MC1,1.0735668797482294,0.0023674479048903,up_in_tested,1,0,,,1.0735668797482294,,,,,0.0023674479048903,,,,,up_in_tested,,
ZNF469,ENSG00000225614,ZNF469,ZNF469,zinc finger protein 469,dimgrey,MD1_vs_CTR,1,1,0.0024170004137729,1.1200147239864968,1.1200147239864968,MD1_vs_CTR,1.1200147239864968,0.0024170004137729,up_in_tested,1,0,,,,,1.1200147239864968,,,,,0.0024170004137729,,,,,up_in_tested
MBIP,ENSG00000151332,MBIP,MBIP,MAP3K12 binding inhibitory protein 1,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0024370161326533,1.7736103690342062,1.539138525221699,MC100_vs_MC1,1.7736103690342062,0.0024370161326533,up_in_tested,1,1,,,1.7736103690342062,-1.3046666814091916,,,,0.0024370161326533,0.0381998952433634,,,,up_in_tested,up_in_reference,
MCTS1,ENSG00000232119,MCTS1,MCTS1,MCTS1 re-initiation and release factor,dimgrey,MA100_vs_CTR,1,1,0.0024880397877358,1.2580010013012193,1.2580010013012193,MA100_vs_CTR,-1.2580010013012193,0.0024880397877358,up_in_reference,0,1,-1.2580010013012193,,,,,0.0024880397877358,,,,,up_in_reference,,,,
ELMOD2,ENSG00000179387,ELMOD2,ELMOD2,ELMO domain containing 2,dimgrey,MA100_vs_CTR,1,1,0.0025054637134986,1.029205708714723,1.029205708714723,MA100_vs_CTR,-1.029205708714723,0.0025054637134986,up_in_reference,0,1,-1.029205708714723,,,,,0.0025054637134986,,,,,up_in_reference,,,,
PLP2,ENSG00000102007,PLP2,PLP2,proteolipid protein 2,dimgrey,MC100_vs_MC1,1,1,0.0025092242333171,2.01127959106244,2.01127959106244,MC100_vs_MC1,2.01127959106244,0.0025092242333171,up_in_tested,1,0,,,2.01127959106244,,,,,0.0025092242333171,,,,,up_in_tested,,
CARD16,ENSG00000204397,CARD16,CARD16,caspase recruitment domain family member 16,dimgrey,MA100_vs_CTR,1,1,0.0025103115258858,1.2213569734805154,1.2213569734805154,MA100_vs_CTR,-1.2213569734805154,0.0025103115258858,up_in_reference,0,1,-1.2213569734805154,,,,,0.0025103115258858,,,,,up_in_reference,,,,
ZNF414,ENSG00000133250,ZNF414,ZNF414,zinc finger protein 414,darkgrey,MC100_vs_MC1,1,1,0.0025267787181659,1.1510866688213888,1.1510866688213888,MC100_vs_MC1,-1.1510866688213888,0.0025267787181659,up_in_reference,0,1,,,-1.1510866688213888,,,,,0.0025267787181659,,,,,up_in_reference,,
