node_name,gene_id,gene_symbol,string_gene_label,gene_name,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR
LDB1,ENSG00000198728,LDB1,LDB1,LIM domain binding 1,darkgrey,MA100_vs_CTR,1,1,0.0026352892765184,1.0166525277782523,1.0166525277782523,MA100_vs_CTR,1.0166525277782523,0.0026352892765184,up_in_tested,1,0,1.0166525277782523,,,,,0.0026352892765184,,,,,up_in_tested,,,,
RPL26,ENSG00000161970,RPL26,RPL26,ribosomal protein L26,dimgrey,MA100_vs_CTR;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0026792533346837,1.3342276316540618,1.2430149497300327,MD1_vs_CTR,-1.3342276316540618,0.0026792533346837,up_in_reference,0,3,-1.2528144868914386,,,-1.142002730644598,-1.3342276316540618,0.0052982826159728,,,0.0108338432989029,0.0026792533346837,up_in_reference,,,up_in_reference,up_in_reference
APEX1,ENSG00000100823,APEX1,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,dimgrey,MA100_vs_CTR;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0028349355518614,1.9395418632821075,1.7216484687392686,MD1_vs_CTR,1.9395418632821075,0.0028349355518614,up_in_tested,3,0,1.6573840453121838,,,1.568019497623514,1.9395418632821075,0.0128545670447196,,,0.0179062476250469,0.0028349355518614,up_in_tested,,,up_in_tested,up_in_tested
FKBP1C,ENSG00000198225,FKBP1C,FKBP1C,FKBP prolyl isomerase family member 1C,dimgrey,MC100_vs_MC1,1,1,0.0029010466754217,1.159241196617776,1.159241196617776,MC100_vs_MC1,-1.159241196617776,0.0029010466754217,up_in_reference,0,1,,,-1.159241196617776,,,,,0.0029010466754217,,,,,up_in_reference,,
MXI1,ENSG00000119950,MXI1,MXI1,"MAX interactor 1, dimerization protein",darkgrey,MA100_vs_CTR,1,1,0.0029416546835086,1.0317175173284905,1.0317175173284905,MA100_vs_CTR,1.0317175173284905,0.0029416546835086,up_in_tested,1,0,1.0317175173284905,,,,,0.0029416546835086,,,,,up_in_tested,,,,
PLCE1,ENSG00000138193,PLCE1,PLCE1,phospholipase C epsilon 1,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0029637526563949,1.1306991299642677,1.0707630931355583,MA100_vs_CTR,1.1306991299642677,0.0029637526563949,up_in_tested,2,0,1.1306991299642677,,,,1.0108270563068489,0.0029637526563949,,,,0.0087604669825506,up_in_tested,,,,up_in_tested
GPR37,ENSG00000170775,GPR37,GPR37,G protein-coupled receptor 37,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0030562226522939,1.165605010519511,1.0870284344907306,MA100_vs_CTR,1.165605010519511,0.0030562226522939,up_in_tested,2,0,1.165605010519511,,,,1.00845185846195,0.0030562226522939,,,,0.0116751392126916,up_in_tested,,,,up_in_tested
SURF2,ENSG00000148291,SURF2,SURF2,surfeit 2,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0030755311895819,1.194968332769558,1.143889434200267,MA100_vs_CTR,-1.194968332769558,0.0030755311895819,up_in_reference,0,2,-1.194968332769558,,,-1.0928105356309763,,0.0030755311895819,,,0.0060874422544526,,up_in_reference,,,up_in_reference,
CLIC1,ENSG00000213719,CLIC1,CLIC1,CLIC family member 1,dimgrey,MC100_vs_MC1,1,1,0.0031174864682862,1.389692679854728,1.389692679854728,MC100_vs_MC1,1.389692679854728,0.0031174864682862,up_in_tested,1,0,,,1.389692679854728,,,,,0.0031174864682862,,,,,up_in_tested,,
SMAP1,ENSG00000112305,SMAP1,SMAP1,small ArfGAP 1,dimgrey,MD1_vs_CTR,1,1,0.0033714448370461,1.0098560777320549,1.0098560777320549,MD1_vs_CTR,-1.0098560777320549,0.0033714448370461,up_in_reference,0,1,,,,,-1.0098560777320549,,,,,0.0033714448370461,,,,,up_in_reference
FZD1,ENSG00000157240,FZD1,FZD1,frizzled class receptor 1,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0033799952561231,1.2171777631397798,1.1260914031432043,MC100_vs_MC1,1.2171777631397798,0.0033799952561231,up_in_tested,1,1,,,1.2171777631397798,-1.0350050431466291,,,,0.0033799952561231,0.0176626445526656,,,,up_in_tested,up_in_reference,
PHETA1,ENSG00000198324,PHETA1,PHETA1,PH domain containing endocytic trafficking adaptor 1,darkgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0033867057131121,1.3992359374102776,1.2342913837107694,MC100_vs_MC1,-1.3992359374102776,0.0033867057131121,up_in_reference,2,1,,,-1.3992359374102776,1.260272870469881,1.0433653432521492,,,0.0033867057131121,0.01087435931141,0.0455531336232141,,,up_in_reference,up_in_tested,up_in_tested
SLC7A6,ENSG00000103064,SLC7A6,SLC7A6,solute carrier family 7 member 6,dimgrey,MA100_vs_CTR,1,1,0.0034899519819497,1.280495811818986,1.280495811818986,MA100_vs_CTR,-1.280495811818986,0.0034899519819497,up_in_reference,0,1,-1.280495811818986,,,,,0.0034899519819497,,,,,up_in_reference,,,,
RIOX1,ENSG00000170468,RIOX1,RIOX1,ribosomal oxygenase 1,darkgrey,MC100_vs_MC1,1,1,0.0035519894159171,1.0388465427378828,1.0388465427378828,MC100_vs_MC1,-1.0388465427378828,0.0035519894159171,up_in_reference,0,1,,,-1.0388465427378828,,,,,0.0035519894159171,,,,,up_in_reference,,
IL13RA2,ENSG00000123496,IL13RA2,IL13RA2,interleukin 13 receptor subunit alpha 2,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0035750143038827,1.4951784959147227,1.2644538225726956,MA100_vs_CTR,-1.4951784959147227,0.0035750143038827,up_in_reference,1,2,-1.4951784959147227,,1.0511878896379732,-1.2469950821653908,,0.0035750143038827,,0.0441243345423926,0.0153076415873021,,up_in_reference,,up_in_tested,up_in_reference,
PSMC4,ENSG00000013275,PSMC4,PSMC4,"proteasome 26S subunit, ATPase 4",dimgrey,MC100_vs_MC1,1,1,0.0037310683924949,1.1072101539736543,1.1072101539736543,MC100_vs_MC1,1.1072101539736543,0.0037310683924949,up_in_tested,1,0,,,1.1072101539736543,,,,,0.0037310683924949,,,,,up_in_tested,,
AKTIP,ENSG00000166971,AKTIP,AKTIP,AKT interacting protein,dimgrey,MC100_vs_MC1,1,1,0.0037474233122485,2.001864009068466,2.001864009068466,MC100_vs_MC1,2.001864009068466,0.0037474233122485,up_in_tested,1,0,,,2.001864009068466,,,,,0.0037474233122485,,,,,up_in_tested,,
CEPT1,ENSG00000134255,CEPT1,CEPT1,choline/ethanolamine phosphotransferase 1,whitesmoke,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0037806483021349,1.1958207289597296,1.1368225118970359,MA100_vs_CTR,1.1958207289597296,0.005047573265686,up_in_tested,2,1,1.1958207289597296,,-1.1912744665174022,1.0233723402139758,,0.005047573265686,,0.0037806483021349,0.0173271942626298,,up_in_tested,,up_in_reference,up_in_tested,
SMIM20,ENSG00000250317,SMIM20,SMIM20,small integral membrane protein 20,dimgrey,MA100_vs_CTR,1,1,0.0038465548510439,1.0872860599976597,1.0872860599976597,MA100_vs_CTR,-1.0872860599976597,0.0038465548510439,up_in_reference,0,1,-1.0872860599976597,,,,,0.0038465548510439,,,,,up_in_reference,,,,
ATP6V0E2,ENSG00000171130,ATP6V0E2,ATP6V0E2,ATPase H+ transporting V0 subunit e2,darkgrey,MC100_vs_MC1,1,1,0.0038949594368928,1.352773332314125,1.352773332314125,MC100_vs_MC1,-1.352773332314125,0.0038949594368928,up_in_reference,0,1,,,-1.352773332314125,,,,,0.0038949594368928,,,,,up_in_reference,,
CALM3,ENSG00000160014,CALM3,CALM3,calmodulin 3,dimgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0041570653695181,1.3119967362743,1.1985211544338785,MA100_vs_CTR,-1.3119967362743,0.0041570653695181,up_in_reference,1,1,-1.3119967362743,,1.0850455725934571,,,0.0041570653695181,,0.0152717773394007,,,up_in_reference,,up_in_tested,,
HDDC3,ENSG00000184508,HDDC3,HDDC3,HD domain containing 3,darkgrey,MC100_vs_MC1,1,1,0.0041894320533042,1.624226663187379,1.624226663187379,MC100_vs_MC1,-1.624226663187379,0.0041894320533042,up_in_reference,0,1,,,-1.624226663187379,,,,,0.0041894320533042,,,,,up_in_reference,,
ACBD4,ENSG00000181513,ACBD4,ACBD4,acyl-CoA binding domain containing 4,darkgrey,MC100_vs_MC1,1,1,0.0042287013174561,1.6631147264876112,1.6631147264876112,MC100_vs_MC1,-1.6631147264876112,0.0042287013174561,up_in_reference,0,1,,,-1.6631147264876112,,,,,0.0042287013174561,,,,,up_in_reference,,
RFX1,ENSG00000132005,RFX1,RFX1,regulatory factor X1,whitesmoke,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0042502165699771,1.642643993868455,1.439663083150382,MC100_vs_MC1,-1.642643993868455,0.0042502165699771,up_in_reference,1,1,,,-1.642643993868455,1.2366821724323092,,,,0.0042502165699771,0.0420282990927593,,,,up_in_reference,up_in_tested,
JPH2,ENSG00000149596,JPH2,JPH2,junctophilin 2,darkgrey,MC100_vs_MC1,1,1,0.0042745596435885,1.8932533174274235,1.8932533174274235,MC100_vs_MC1,-1.8932533174274235,0.0042745596435885,up_in_reference,0,1,,,-1.8932533174274235,,,,,0.0042745596435885,,,,,up_in_reference,,
ITGA3,ENSG00000005884,ITGA3,ITGA3,integrin subunit alpha 3,darkgrey,MC100_vs_MC1,1,1,0.0043496957395483,1.1419052127282907,1.1419052127282907,MC100_vs_MC1,-1.1419052127282907,0.0043496957395483,up_in_reference,0,1,,,-1.1419052127282907,,,,,0.0043496957395483,,,,,up_in_reference,,
FZD4,ENSG00000174804,FZD4,FZD4,frizzled class receptor 4,dimgrey,MA100_vs_CTR,1,1,0.0044329984705309,1.2761247524986936,1.2761247524986936,MA100_vs_CTR,-1.2761247524986936,0.0044329984705309,up_in_reference,0,1,-1.2761247524986936,,,,,0.0044329984705309,,,,,up_in_reference,,,,
HLA-DPB1,ENSG00000223865,HLA-DPB1,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",dimgrey,MC100_vs_MC1,1,1,0.004588218419118,2.3525030714932496,2.3525030714932496,MC100_vs_MC1,2.3525030714932496,0.004588218419118,up_in_tested,1,0,,,2.3525030714932496,,,,,0.004588218419118,,,,,up_in_tested,,
BECN1,ENSG00000126581,BECN1,BECN1,beclin 1,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.004588218419118,1.9818057041039228,1.6205712312764837,MC100_vs_MC1,-1.9818057041039228,0.004588218419118,up_in_reference,1,1,,,-1.9818057041039228,1.259336758449045,,,,0.004588218419118,0.0953993463438314,,,,up_in_reference,up_in_tested,
PPP1R37,ENSG00000104866,PPP1R37,PPP1R37,protein phosphatase 1 regulatory subunit 37,darkgrey,MC100_vs_MC1,1,1,0.0047656423038527,1.1967983746535376,1.1967983746535376,MC100_vs_MC1,-1.1967983746535376,0.0047656423038527,up_in_reference,0,1,,,-1.1967983746535376,,,,,0.0047656423038527,,,,,up_in_reference,,
GALK2,ENSG00000156958,GALK2,GALK2,galactokinase 2,dimgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0047982464044703,1.4131494730614915,1.2699050309376683,MC100_vs_MC1,1.4131494730614915,0.0047982464044703,up_in_tested,2,0,1.126660588813845,,1.4131494730614915,,,0.0371812297490042,,0.0047982464044703,,,up_in_tested,,up_in_tested,,
RPS23,ENSG00000186468,RPS23,RPS23,ribosomal protein S23,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0048270147023328,1.051675246940473,1.030524255889561,MA100_vs_CTR,-1.051675246940473,0.0048270147023328,up_in_reference,0,2,-1.051675246940473,,,,-1.009373264838649,0.0048270147023328,,,,0.0070072660967376,up_in_reference,,,,up_in_reference
BNC1,ENSG00000169594,BNC1,BNC1,basonuclin zinc finger protein 1,dimgrey,MC100_vs_MC1,1,1,0.0048946270448374,2.6961801412236115,2.6961801412236115,MC100_vs_MC1,2.6961801412236115,0.0048946270448374,up_in_tested,1,0,,,2.6961801412236115,,,,,0.0048946270448374,,,,,up_in_tested,,
MTERF3,ENSG00000156469,MTERF3,MTERF3,mitochondrial transcription termination factor 3,dimgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,0.004941012766703,1.2196366787042314,1.1756574324506908,MD1_vs_CTR,-1.2196366787042314,0.004941012766703,up_in_reference,0,2,,,,-1.13167818619715,-1.2196366787042314,,,,0.0084914844799857,0.004941012766703,,,,up_in_reference,up_in_reference
ZBTB24,ENSG00000112365,ZBTB24,ZBTB24,zinc finger and BTB domain containing 24,dimgrey,MA100_vs_CTR,1,1,0.0050654049156822,1.144255607877439,1.144255607877439,MA100_vs_CTR,-1.144255607877439,0.0050654049156822,up_in_reference,0,1,-1.144255607877439,,,,,0.0050654049156822,,,,,up_in_reference,,,,
GPN1,ENSG00000198522,GPN1,GPN1,GPN-loop GTPase 1,dimgrey,MA100_vs_CTR,1,1,0.0051082936898446,1.0219842646689974,1.0219842646689974,MA100_vs_CTR,-1.0219842646689974,0.0051082936898446,up_in_reference,0,1,-1.0219842646689974,,,,,0.0051082936898446,,,,,up_in_reference,,,,
SOCS1,ENSG00000185338,SOCS1,SOCS1,suppressor of cytokine signaling 1,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.00515216491767,1.1739349322212949,1.111408050994413,MA100_vs_CTR,1.1739349322212949,0.00515216491767,up_in_tested,2,0,1.1739349322212949,,,1.048881169767531,,0.00515216491767,,,0.0123281522211202,,up_in_tested,,,up_in_tested,
LYNX1,ENSG00000180155,LYNX1,LYNX1,Ly6/neurotoxin 1,darkgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.00515216491767,1.1293344028692045,1.0770536676571094,MA100_vs_CTR,1.1293344028692045,0.00515216491767,up_in_tested,2,0,1.1293344028692045,,,1.0247729324450143,,0.00515216491767,,,0.0108507907057585,,up_in_tested,,,up_in_tested,
TXNDC11,ENSG00000153066,TXNDC11,TXNDC11,thioredoxin domain containing 11,dimgrey,MC100_vs_MC1,1,1,0.0051973889002692,1.932164395806084,1.932164395806084,MC100_vs_MC1,1.932164395806084,0.0051973889002692,up_in_tested,1,0,,,1.932164395806084,,,,,0.0051973889002692,,,,,up_in_tested,,
MAPK11,ENSG00000185386,MAPK11,MAPK11,mitogen-activated protein kinase 11,darkgrey,MC100_vs_MC1,1,1,0.0053956902771627,1.243198922628272,1.243198922628272,MC100_vs_MC1,-1.243198922628272,0.0053956902771627,up_in_reference,0,1,,,-1.243198922628272,,,,,0.0053956902771627,,,,,up_in_reference,,
PLXNB2,ENSG00000196576,PLXNB2,PLXNB2,plexin B2,dimgrey,MC100_vs_MC1,1,1,0.0054943912045237,1.0774614817447477,1.0774614817447477,MC100_vs_MC1,-1.0774614817447477,0.0054943912045237,up_in_reference,0,1,,,-1.0774614817447477,,,,,0.0054943912045237,,,,,up_in_reference,,
ACTG1,ENSG00000184009,ACTG1,ACTG1,actin gamma 1,dimgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,0.005555927308196,1.1367877450964237,1.087699430799589,MD1_vs_CTR,-1.1367877450964237,0.005555927308196,up_in_reference,0,2,,,,-1.0386111165027545,-1.1367877450964237,,,,0.0108507907057585,0.005555927308196,,,,up_in_reference,up_in_reference
TRAPPC13,ENSG00000113597,TRAPPC13,TRAPPC13,trafficking protein particle complex subunit 13,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0055660129777933,1.3282422401101044,1.3053881744550155,MC1_vs_CTR,-1.3282422401101044,0.0055660129777933,up_in_reference,1,1,,,1.2825341087999265,-1.3282422401101044,,,,0.0065315178984191,0.0055660129777933,,,,up_in_tested,up_in_reference,
ZBTB42,ENSG00000179627,ZBTB42,ZBTB42,zinc finger and BTB domain containing 42,darkgrey,MC100_vs_MC1,1,1,0.0058023303824734,1.9497257727335,1.9497257727335,MC100_vs_MC1,-1.9497257727335,0.0058023303824734,up_in_reference,0,1,,,-1.9497257727335,,,,,0.0058023303824734,,,,,up_in_reference,,
HDAC5,ENSG00000108840,HDAC5,HDAC5,histone deacetylase 5,dimgrey,MC100_vs_MC1,1,1,0.0058023303824734,1.1840732349419278,1.1840732349419278,MC100_vs_MC1,-1.1840732349419278,0.0058023303824734,up_in_reference,0,1,,,-1.1840732349419278,,,,,0.0058023303824734,,,,,up_in_reference,,
NOX1,ENSG00000007952,NOX1,NOX1,NADPH oxidase 1,darkgrey,MC100_vs_MC1,1,1,0.0059077767661186,1.513517667311839,1.513517667311839,MC100_vs_MC1,-1.513517667311839,0.0059077767661186,up_in_reference,0,1,,,-1.513517667311839,,,,,0.0059077767661186,,,,,up_in_reference,,
CTSZ,ENSG00000101160,CTSZ,CTSZ,cathepsin Z,darkgrey,MC100_vs_MC1,1,1,0.0059100057482218,1.5616278645419863,1.5616278645419863,MC100_vs_MC1,-1.5616278645419863,0.0059100057482218,up_in_reference,0,1,,,-1.5616278645419863,,,,,0.0059100057482218,,,,,up_in_reference,,
ZSWIM9,ENSG00000185453,ZSWIM9,ZSWIM9,zinc finger SWIM-type containing 9,darkgrey,MA100_vs_CTR,1,1,0.0059793570122711,1.001451933124734,1.001451933124734,MA100_vs_CTR,1.001451933124734,0.0059793570122711,up_in_tested,1,0,1.001451933124734,,,,,0.0059793570122711,,,,,up_in_tested,,,,
GPHRA,ENSG00000117262,GPHRA,GPHRA,golgi pH regulator A,dimgrey,MA100_vs_CTR,1,1,0.0061174339498276,1.041456881245067,1.041456881245067,MA100_vs_CTR,-1.041456881245067,0.0061174339498276,up_in_reference,0,1,-1.041456881245067,,,,,0.0061174339498276,,,,,up_in_reference,,,,
SMPDL3A,ENSG00000172594,SMPDL3A,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,dimgrey,MC100_vs_MC1,1,1,0.0061709640984701,1.2938337623624894,1.2938337623624894,MC100_vs_MC1,1.2938337623624894,0.0061709640984701,up_in_tested,1,0,,,1.2938337623624894,,,,,0.0061709640984701,,,,,up_in_tested,,
SMDT1,ENSG00000183172,SMDT1,SMDT1,single-pass membrane protein with aspartate rich tail 1,dimgrey,MC100_vs_MC1,1,1,0.0062831980844219,1.3362183160891163,1.3362183160891163,MC100_vs_MC1,1.3362183160891163,0.0062831980844219,up_in_tested,1,0,,,1.3362183160891163,,,,,0.0062831980844219,,,,,up_in_tested,,
IL17RC,ENSG00000163702,IL17RC,IL17RC,interleukin 17 receptor C,darkgrey,MC100_vs_MC1,1,1,0.0063579435307103,1.8240586252896545,1.8240586252896545,MC100_vs_MC1,-1.8240586252896545,0.0063579435307103,up_in_reference,0,1,,,-1.8240586252896545,,,,,0.0063579435307103,,,,,up_in_reference,,
LXN,ENSG00000079257,LXN,LXN,latexin,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0064498222633182,1.620264748255761,1.4036262389400407,MA100_vs_CTR,-1.620264748255761,0.0064498222633182,up_in_reference,0,2,-1.620264748255761,,,,-1.18698772962432,0.0064498222633182,,,,0.0563610441507812,up_in_reference,,,,up_in_reference
EMC4,ENSG00000128463,EMC4,EMC4,ER membrane protein complex subunit 4,dimgrey,MC100_vs_MC1,1,1,0.0065148369859136,2.4753753936500886,2.4753753936500886,MC100_vs_MC1,2.4753753936500886,0.0065148369859136,up_in_tested,1,0,,,2.4753753936500886,,,,,0.0065148369859136,,,,,up_in_tested,,
BAG6,ENSG00000204463,BAG6,BAG6,BAG cochaperone 6,dimgrey,MA100_vs_CTR,1,1,0.0067032180311027,1.0958975623056617,1.0958975623056617,MA100_vs_CTR,-1.0958975623056617,0.0067032180311027,up_in_reference,0,1,-1.0958975623056617,,,,,0.0067032180311027,,,,,up_in_reference,,,,
MARS1,ENSG00000166986,MARS1,MARS1,methionyl-tRNA synthetase 1,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0068080289167397,1.185286248754433,1.1175236935432675,MA100_vs_CTR,-1.185286248754433,0.0068080289167397,up_in_reference,0,2,-1.185286248754433,,,,-1.0497611383321024,0.0068080289167397,,,,0.0178190286845683,up_in_reference,,,,up_in_reference
HIGD2B,ENSG00000175202,HIGD2B,HIGD2B,HIG1 hypoxia inducible domain family member 2B,darkgrey,MC100_vs_MC1,1,1,0.0068526759614473,2.3671871541618708,2.3671871541618708,MC100_vs_MC1,-2.3671871541618708,0.0068526759614473,up_in_reference,0,1,,,-2.3671871541618708,,,,,0.0068526759614473,,,,,up_in_reference,,
CCDC39,ENSG00000284862,CCDC39,CCDC39,coiled-coil domain 39 molecular ruler complex subunit,whitesmoke,MC100_vs_MC1,1,1,0.0069437516616946,2.211843081850408,2.211843081850408,MC100_vs_MC1,-2.211843081850408,0.0069437516616946,up_in_reference,0,1,,,-2.211843081850408,,,,,0.0069437516616946,,,,,up_in_reference,,
CHAF1B,ENSG00000159259,CHAF1B,CHAF1B,chromatin assembly factor 1 subunit B,dimgrey,MA100_vs_CTR,1,1,0.0070932945058808,1.0097456481915916,1.0097456481915916,MA100_vs_CTR,-1.0097456481915916,0.0070932945058808,up_in_reference,0,1,-1.0097456481915916,,,,,0.0070932945058808,,,,,up_in_reference,,,,
RBM43,ENSG00000184898,RBM43,RBM43,RNA binding motif protein 43,darkgrey,MD1_vs_CTR,1,1,0.007116857197179,1.0403634233029926,1.0403634233029926,MD1_vs_CTR,1.0403634233029926,0.007116857197179,up_in_tested,1,0,,,,,1.0403634233029926,,,,,0.007116857197179,,,,,up_in_tested
DGKI,ENSG00000157680,DGKI,DGKI,diacylglycerol kinase iota,darkgrey,MD1_vs_CTR,1,1,0.0072143613912331,1.2342183622621516,1.2342183622621516,MD1_vs_CTR,1.2342183622621516,0.0072143613912331,up_in_tested,1,0,,,,,1.2342183622621516,,,,,0.0072143613912331,,,,,up_in_tested
ZRANB1,ENSG00000019995,ZRANB1,ZRANB1,zinc finger RANBP2-type containing 1,dimgrey,MA100_vs_CTR,1,1,0.0072924095185155,1.580391506893133,1.580391506893133,MA100_vs_CTR,1.580391506893133,0.0072924095185155,up_in_tested,1,0,1.580391506893133,,,,,0.0072924095185155,,,,,up_in_tested,,,,
NACAD,ENSG00000136274,NACAD,NACAD,NAC alpha domain containing,darkgrey,MD1_vs_CTR,1,1,0.0074806414430384,1.1813741879295048,1.1813741879295048,MD1_vs_CTR,1.1813741879295048,0.0074806414430384,up_in_tested,1,0,,,,,1.1813741879295048,,,,,0.0074806414430384,,,,,up_in_tested
ACAA2,ENSG00000167315,ACAA2,ACAA2,acetyl-CoA acyltransferase 2,dimgrey,MC100_vs_MC1,1,1,0.0075600431341673,1.2005256505092703,1.2005256505092703,MC100_vs_MC1,1.2005256505092703,0.0075600431341673,up_in_tested,1,0,,,1.2005256505092703,,,,,0.0075600431341673,,,,,up_in_tested,,
CYP1B1,ENSG00000138061,CYP1B1,CYP1B1,cytochrome P450 family 1 subfamily B member 1,dimgrey,MC1_vs_CTR,1,1,0.0077344154717345,1.034642875920881,1.034642875920881,MC1_vs_CTR,1.034642875920881,0.0077344154717345,up_in_tested,1,0,,,,1.034642875920881,,,,,0.0077344154717345,,,,,up_in_tested,
CNST,ENSG00000162852,CNST,CNST,"consortin, connexin sorting protein",dimgrey,MC1_vs_CTR,1,1,0.0078239286605767,1.029012011015412,1.029012011015412,MC1_vs_CTR,-1.029012011015412,0.0078239286605767,up_in_reference,0,1,,,,-1.029012011015412,,,,,0.0078239286605767,,,,,up_in_reference,
FLOT1,ENSG00000137312,FLOT1,FLOT1,flotillin 1,dimgrey,MA100_vs_CTR,1,1,0.0080758084844264,1.8631508614733767,1.8631508614733767,MA100_vs_CTR,-1.8631508614733767,0.0080758084844264,up_in_reference,0,1,-1.8631508614733767,,,,,0.0080758084844264,,,,,up_in_reference,,,,
C1orf216,ENSG00000142686,C1orf216,C1orf216,chromosome 1 open reading frame 216,darkgrey,MC100_vs_MC1,1,1,0.008155679683208,1.0139405261427796,1.0139405261427796,MC100_vs_MC1,-1.0139405261427796,0.008155679683208,up_in_reference,0,1,,,-1.0139405261427796,,,,,0.008155679683208,,,,,up_in_reference,,
FOLR3,ENSG00000110203,FOLR3,FOLR3,folate receptor gamma,maroon,MC100_vs_MC1,1,1,0.0081565280452233,2.6863070825228887,2.6863070825228887,MC100_vs_MC1,2.6863070825228887,0.0081565280452233,up_in_tested,1,0,,,2.6863070825228887,,,,,0.0081565280452233,,,,,up_in_tested,,
QTRT1,ENSG00000213339,QTRT1,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,darkgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0082026156287773,1.2603877579742595,1.1689394862161038,MC100_vs_MC1,-1.2603877579742595,0.0082026156287773,up_in_reference,1,1,1.0774912144579478,,-1.2603877579742595,,,0.0305567340501123,,0.0082026156287773,,,up_in_tested,,up_in_reference,,
SLC26A1,ENSG00000145217,SLC26A1,SLC26A1,solute carrier family 26 member 1,dimgrey,MA100_vs_CTR,1,1,0.0082213168009199,1.0968409353802178,1.0968409353802178,MA100_vs_CTR,-1.0968409353802178,0.0082213168009199,up_in_reference,0,1,-1.0968409353802178,,,,,0.0082213168009199,,,,,up_in_reference,,,,
HIVEP1,ENSG00000095951,HIVEP1,HIVEP1,HIVEP zinc finger 1,darkgrey,MA100_vs_CTR,1,1,0.0083369092423063,1.0555603894770211,1.0555603894770211,MA100_vs_CTR,1.0555603894770211,0.0083369092423063,up_in_tested,1,0,1.0555603894770211,,,,,0.0083369092423063,,,,,up_in_tested,,,,
AP1S1,ENSG00000106367,AP1S1,AP1S1,adaptor related protein complex 1 subunit sigma 1,darkgrey,MC100_vs_MC1,1,1,0.0084830077463683,1.1945232259982317,1.1945232259982317,MC100_vs_MC1,-1.1945232259982317,0.0084830077463683,up_in_reference,0,1,,,-1.1945232259982317,,,,,0.0084830077463683,,,,,up_in_reference,,
ACADS,ENSG00000122971,ACADS,ACADS,acyl-CoA dehydrogenase short chain,darkgrey,MD1_vs_CTR,1,1,0.0086418139874077,1.0848699657917706,1.0848699657917706,MD1_vs_CTR,1.0848699657917706,0.0086418139874077,up_in_tested,1,0,,,,,1.0848699657917706,,,,,0.0086418139874077,,,,,up_in_tested
DOHH,ENSG00000129932,DOHH,DOHH,deoxyhypusine hydroxylase,darkgrey,MA100_vs_MA1;MC100_vs_MC1,2,2,0.008963385390316,1.4120869121384814,1.3610837112057834,MC100_vs_MC1,-1.4120869121384814,0.008963385390316,up_in_reference,1,1,,1.3100805102730857,-1.4120869121384814,,,,0.065274551555838,0.008963385390316,,,,up_in_tested,up_in_reference,,
LRRC15,ENSG00000172061,LRRC15,LRRC15,leucine rich repeat containing 15,darkgrey,MC100_vs_MC1,1,1,0.0092341639661822,1.2236765609747933,1.2236765609747933,MC100_vs_MC1,-1.2236765609747933,0.0092341639661822,up_in_reference,0,1,,,-1.2236765609747933,,,,,0.0092341639661822,,,,,up_in_reference,,
